 Energy     S        S^+       S^++      S^3+      S^4+      S^5+      S^6+      S^7+      S^8+      S^9+     S^10+     S^11+     S^12+     S^13+     S^14+     S^15+     S^16+
   1839  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.83E-16  9.69E-16  1.33E-15  1.73E-15  2.18E-15  2.67E-15  3.18E-15  3.75E-15  4.33E-15  4.95E-15  5.61E-15  4.23E-15  6.90E-15
   1840  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.83E-16  9.68E-16  1.33E-15  1.73E-15  2.18E-15  2.67E-15  3.18E-15  3.75E-15  4.33E-15  4.95E-15  5.61E-15  4.23E-15  6.89E-15
   1841  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.82E-16  9.68E-16  1.33E-15  1.73E-15  2.18E-15  2.67E-15  3.18E-15  3.75E-15  4.33E-15  4.95E-15  5.61E-15  4.23E-15  6.89E-15
   1842  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.82E-16  9.68E-16  1.33E-15  1.73E-15  2.18E-15  2.67E-15  3.18E-15  3.75E-15  4.33E-15  4.95E-15  5.61E-15  4.23E-15  6.89E-15
   1843  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.82E-16  9.68E-16  1.33E-15  1.73E-15  2.18E-15  2.67E-15  3.18E-15  3.75E-15  4.33E-15  4.94E-15  5.61E-15  4.23E-15  6.89E-15
   1844  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.82E-16  9.67E-16  1.33E-15  1.73E-15  2.18E-15  2.66E-15  3.18E-15  3.75E-15  4.33E-15  4.94E-15  5.61E-15  4.23E-15  6.89E-15
   1845  2.74E-16  3.03E-16  3.81E-16  4.99E-16  6.82E-16  9.67E-16  1.33E-15  1.73E-15  2.18E-15  2.66E-15  3.18E-15  3.75E-15  4.33E-15  4.94E-15  5.61E-15  4.23E-15  6.88E-15
   1846  2.74E-16  3.03E-16  3.81E-16  4.99E-16  6.81E-16  9.67E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.75E-15  4.33E-15  4.94E-15  5.60E-15  4.23E-15  6.88E-15
   1847  2.74E-16  3.03E-16  3.81E-16  4.99E-16  6.81E-16  9.66E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.75E-15  4.32E-15  4.94E-15  5.60E-15  4.23E-15  6.88E-15
   1848  2.74E-16  3.03E-16  3.81E-16  4.99E-16  6.81E-16  9.66E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.94E-15  5.60E-15  4.22E-15  6.88E-15
   1849  2.74E-16  3.03E-16  3.81E-16  4.99E-16  6.81E-16  9.66E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.94E-15  5.60E-15  4.22E-15  6.88E-15
   1850  2.73E-16  3.03E-16  3.81E-16  4.99E-16  6.81E-16  9.65E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.93E-15  5.60E-15  4.22E-15  6.88E-15
   1851  2.73E-16  3.03E-16  3.81E-16  4.99E-16  6.80E-16  9.65E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.93E-15  5.60E-15  4.22E-15  6.87E-15
   1852  2.73E-16  3.03E-16  3.81E-16  4.98E-16  6.80E-16  9.65E-16  1.32E-15  1.73E-15  2.18E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.93E-15  5.60E-15  4.22E-15  6.87E-15
   1853  2.73E-16  3.03E-16  3.81E-16  4.98E-16  6.80E-16  9.64E-16  1.32E-15  1.72E-15  2.17E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.93E-15  5.59E-15  4.22E-15  6.87E-15
   1854  2.73E-16  3.03E-16  3.81E-16  4.98E-16  6.80E-16  9.64E-16  1.32E-15  1.72E-15  2.17E-15  2.66E-15  3.17E-15  3.74E-15  4.32E-15  4.93E-15  5.59E-15  4.22E-15  6.87E-15
   1855  2.73E-16  3.03E-16  3.80E-16  4.98E-16  6.80E-16  9.64E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.17E-15  3.74E-15  4.32E-15  4.93E-15  5.59E-15  4.22E-15  6.87E-15
   1856  2.73E-16  3.03E-16  3.80E-16  4.98E-16  6.79E-16  9.64E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.74E-15  4.31E-15  4.93E-15  5.59E-15  4.22E-15  6.87E-15
   1857  2.73E-16  3.03E-16  3.80E-16  4.98E-16  6.79E-16  9.63E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.74E-15  4.31E-15  4.93E-15  5.59E-15  4.22E-15  6.86E-15
   1858  2.73E-16  3.03E-16  3.80E-16  4.98E-16  6.79E-16  9.63E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.31E-15  4.92E-15  5.59E-15  4.22E-15  6.86E-15
   1859  2.73E-16  3.02E-16  3.80E-16  4.97E-16  6.79E-16  9.63E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.31E-15  4.92E-15  5.59E-15  4.21E-15  6.86E-15
   1860  2.73E-16  3.02E-16  3.80E-16  4.97E-16  6.78E-16  9.62E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.31E-15  4.92E-15  5.58E-15  4.21E-15  6.86E-15
   1861  2.73E-16  3.02E-16  3.80E-16  4.97E-16  6.78E-16  9.62E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.31E-15  4.92E-15  5.58E-15  4.21E-15  6.86E-15
   1862  2.73E-16  3.02E-16  3.80E-16  4.97E-16  6.78E-16  9.62E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.31E-15  4.92E-15  5.58E-15  4.21E-15  6.85E-15
   1863  2.73E-16  3.02E-16  3.80E-16  4.97E-16  6.78E-16  9.61E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.31E-15  4.92E-15  5.58E-15  4.21E-15  6.85E-15
   1864  2.73E-16  3.02E-16  3.79E-16  4.97E-16  6.78E-16  9.61E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.30E-15  4.92E-15  5.58E-15  4.21E-15  6.85E-15
   1865  2.73E-16  3.02E-16  3.79E-16  4.97E-16  6.77E-16  9.61E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.73E-15  4.30E-15  4.91E-15  5.58E-15  4.21E-15  6.85E-15
   1866  2.73E-16  3.02E-16  3.79E-16  4.96E-16  6.77E-16  9.61E-16  1.32E-15  1.72E-15  2.17E-15  2.65E-15  3.16E-15  3.72E-15  4.30E-15  4.91E-15  5.57E-15  4.21E-15  6.85E-15
   1867  2.72E-16  3.02E-16  3.79E-16  4.96E-16  6.77E-16  9.60E-16  1.31E-15  1.72E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.30E-15  4.91E-15  5.57E-15  4.21E-15  6.85E-15
   1868  2.72E-16  3.02E-16  3.79E-16  4.96E-16  6.77E-16  9.60E-16  1.31E-15  1.72E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.30E-15  4.91E-15  5.57E-15  4.21E-15  6.84E-15
   1869  2.72E-16  3.02E-16  3.79E-16  4.96E-16  6.77E-16  9.60E-16  1.31E-15  1.72E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.30E-15  4.91E-15  5.57E-15  4.21E-15  6.84E-15
   1870  2.72E-16  3.02E-16  3.79E-16  4.96E-16  6.76E-16  9.59E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.30E-15  4.91E-15  5.57E-15  4.21E-15  6.84E-15
   1871  2.72E-16  3.02E-16  3.79E-16  4.96E-16  6.76E-16  9.59E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.30E-15  4.91E-15  5.57E-15  4.21E-15  6.84E-15
   1872  2.72E-16  3.02E-16  3.79E-16  4.95E-16  6.76E-16  9.59E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.84E-15
   1873  2.72E-16  3.02E-16  3.79E-16  4.95E-16  6.76E-16  9.58E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.83E-15
   1874  2.72E-16  3.01E-16  3.78E-16  4.95E-16  6.76E-16  9.58E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.72E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.83E-15
   1875  2.72E-16  3.01E-16  3.78E-16  4.95E-16  6.75E-16  9.58E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.71E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.83E-15
   1876  2.72E-16  3.01E-16  3.78E-16  4.95E-16  6.75E-16  9.58E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.15E-15  3.71E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.83E-15
   1877  2.72E-16  3.01E-16  3.78E-16  4.95E-16  6.75E-16  9.57E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.14E-15  3.71E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.83E-15
   1878  2.72E-16  3.01E-16  3.78E-16  4.95E-16  6.75E-16  9.57E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.14E-15  3.71E-15  4.29E-15  4.90E-15  5.56E-15  4.20E-15  6.83E-15
   1879  2.72E-16  3.01E-16  3.78E-16  4.95E-16  6.74E-16  9.57E-16  1.31E-15  1.71E-15  2.16E-15  2.64E-15  3.14E-15  3.71E-15  4.29E-15  4.90E-15  5.55E-15  4.20E-15  6.83E-15
   1880  2.72E-16  3.01E-16  3.78E-16  4.94E-16  6.74E-16  9.56E-16  1.31E-15  1.71E-15  2.16E-15  2.63E-15  3.14E-15  3.71E-15  4.28E-15  4.90E-15  5.55E-15  4.20E-15  6.82E-15
   1881  2.72E-16  3.01E-16  3.78E-16  4.94E-16  6.74E-16  9.56E-16  1.31E-15  1.71E-15  2.16E-15  2.63E-15  3.14E-15  3.71E-15  4.28E-15  4.89E-15  5.55E-15  4.20E-15  6.82E-15
   1882  2.72E-16  3.01E-16  3.78E-16  4.94E-16  6.74E-16  9.56E-16  1.31E-15  1.71E-15  2.15E-15  2.63E-15  3.14E-15  3.71E-15  4.28E-15  4.89E-15  5.55E-15  4.20E-15  6.82E-15
   1883  2.72E-16  3.01E-16  3.78E-16  4.94E-16  6.74E-16  9.55E-16  1.31E-15  1.71E-15  2.15E-15  2.63E-15  3.14E-15  3.71E-15  4.28E-15  4.89E-15  5.55E-15  4.20E-15  6.82E-15
   1884  2.71E-16  3.01E-16  3.77E-16  4.94E-16  6.73E-16  9.55E-16  1.31E-15  1.71E-15  2.15E-15  2.63E-15  3.14E-15  3.71E-15  4.28E-15  4.89E-15  5.55E-15  4.20E-15  6.82E-15
   1885  2.71E-16  3.01E-16  3.77E-16  4.94E-16  6.73E-16  9.55E-16  1.31E-15  1.71E-15  2.15E-15  2.63E-15  3.14E-15  3.70E-15  4.28E-15  4.89E-15  5.55E-15  4.19E-15  6.82E-15
   1886  2.71E-16  3.01E-16  3.77E-16  4.94E-16  6.73E-16  9.55E-16  1.31E-15  1.71E-15  2.15E-15  2.63E-15  3.14E-15  3.70E-15  4.28E-15  4.89E-15  5.54E-15  4.19E-15  6.81E-15
   1887  2.71E-16  3.01E-16  3.77E-16  4.93E-16  6.73E-16  9.54E-16  1.31E-15  1.71E-15  2.15E-15  2.63E-15  3.14E-15  3.70E-15  4.28E-15  4.89E-15  5.54E-15  4.19E-15  6.81E-15
   1888  2.71E-16  3.01E-16  3.77E-16  4.93E-16  6.73E-16  9.54E-16  1.31E-15  1.70E-15  2.15E-15  2.63E-15  3.13E-15  3.70E-15  4.27E-15  4.88E-15  5.54E-15  4.19E-15  6.81E-15
   1889  2.71E-16  3.00E-16  3.77E-16  4.93E-16  6.72E-16  9.54E-16  1.30E-15  1.70E-15  2.15E-15  2.63E-15  3.13E-15  3.70E-15  4.27E-15  4.88E-15  5.54E-15  4.19E-15  6.81E-15
   1890  2.71E-16  3.00E-16  3.77E-16  4.93E-16  6.72E-16  9.53E-16  1.30E-15  1.70E-15  2.15E-15  2.63E-15  3.13E-15  3.70E-15  4.27E-15  4.88E-15  5.54E-15  4.19E-15  6.81E-15
   1891  2.71E-16  3.00E-16  3.77E-16  4.93E-16  6.72E-16  9.53E-16  1.30E-15  1.70E-15  2.15E-15  2.63E-15  3.13E-15  3.70E-15  4.27E-15  4.88E-15  5.54E-15  4.19E-15  6.80E-15
   1892  2.71E-16  3.00E-16  3.77E-16  4.93E-16  6.72E-16  9.53E-16  1.30E-15  1.70E-15  2.15E-15  2.63E-15  3.13E-15  3.70E-15  4.27E-15  4.88E-15  5.54E-15  4.19E-15  6.80E-15
   1893  2.71E-16  3.00E-16  3.77E-16  4.93E-16  6.72E-16  9.52E-16  1.30E-15  1.70E-15  2.15E-15  2.62E-15  3.13E-15  3.70E-15  4.27E-15  4.88E-15  5.53E-15  4.19E-15  6.80E-15
   1894  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.71E-16  9.52E-16  1.30E-15  1.70E-15  2.15E-15  2.62E-15  3.13E-15  3.69E-15  4.27E-15  4.88E-15  5.53E-15  4.19E-15  6.80E-15
   1895  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.71E-16  9.52E-16  1.30E-15  1.70E-15  2.15E-15  2.62E-15  3.13E-15  3.69E-15  4.27E-15  4.88E-15  5.53E-15  4.19E-15  6.80E-15
   1896  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.71E-16  9.52E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.13E-15  3.69E-15  4.27E-15  4.87E-15  5.53E-15  4.19E-15  6.80E-15
   1897  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.71E-16  9.51E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.13E-15  3.69E-15  4.26E-15  4.87E-15  5.53E-15  4.19E-15  6.79E-15
   1898  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.71E-16  9.51E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.12E-15  3.69E-15  4.26E-15  4.87E-15  5.53E-15  4.18E-15  6.79E-15
   1899  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.70E-16  9.51E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.12E-15  3.69E-15  4.26E-15  4.87E-15  5.53E-15  4.18E-15  6.79E-15
   1900  2.71E-16  3.00E-16  3.76E-16  4.92E-16  6.70E-16  9.50E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.12E-15  3.69E-15  4.26E-15  4.87E-15  5.52E-15  4.18E-15  6.79E-15
   1901  2.71E-16  3.00E-16  3.76E-16  4.91E-16  6.70E-16  9.50E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.12E-15  3.69E-15  4.26E-15  4.87E-15  5.52E-15  4.18E-15  6.79E-15
   1902  2.70E-16  3.00E-16  3.76E-16  4.91E-16  6.70E-16  9.50E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.12E-15  3.69E-15  4.26E-15  4.87E-15  5.52E-15  4.18E-15  6.78E-15
   1903  2.70E-16  3.00E-16  3.76E-16  4.91E-16  6.70E-16  9.49E-16  1.30E-15  1.70E-15  2.14E-15  2.62E-15  3.12E-15  3.68E-15  4.26E-15  4.86E-15  5.52E-15  4.18E-15  6.78E-15
   1904  2.70E-16  2.99E-16  3.75E-16  4.91E-16  6.69E-16  9.49E-16  1.30E-15  1.70E-15  2.14E-15  2.61E-15  3.12E-15  3.68E-15  4.26E-15  4.86E-15  5.52E-15  4.18E-15  6.78E-15
   1905  2.70E-16  2.99E-16  3.75E-16  4.91E-16  6.69E-16  9.49E-16  1.30E-15  1.70E-15  2.14E-15  2.61E-15  3.12E-15  3.68E-15  4.25E-15  4.86E-15  5.52E-15  4.18E-15  6.78E-15
   1906  2.70E-16  2.99E-16  3.75E-16  4.91E-16  6.69E-16  9.49E-16  1.30E-15  1.69E-15  2.14E-15  2.61E-15  3.12E-15  3.68E-15  4.25E-15  4.86E-15  5.52E-15  4.18E-15  6.78E-15
   1907  2.70E-16  2.99E-16  3.75E-16  4.91E-16  6.69E-16  9.48E-16  1.30E-15  1.69E-15  2.14E-15  2.61E-15  3.12E-15  3.68E-15  4.25E-15  4.86E-15  5.51E-15  4.18E-15  6.78E-15
   1908  2.70E-16  2.99E-16  3.75E-16  4.90E-16  6.69E-16  9.48E-16  1.30E-15  1.69E-15  2.14E-15  2.61E-15  3.12E-15  3.68E-15  4.25E-15  4.86E-15  5.51E-15  4.18E-15  6.78E-15
   1909  2.70E-16  2.99E-16  3.75E-16  4.90E-16  6.68E-16  9.48E-16  1.30E-15  1.69E-15  2.14E-15  2.61E-15  3.12E-15  3.68E-15  4.25E-15  4.86E-15  5.51E-15  4.18E-15  6.77E-15
   1910  2.70E-16  2.99E-16  3.75E-16  4.90E-16  6.68E-16  9.48E-16  1.30E-15  1.69E-15  2.14E-15  2.61E-15  3.11E-15  3.68E-15  4.25E-15  4.86E-15  5.51E-15  4.17E-15  6.77E-15
   1911  2.70E-16  2.99E-16  3.75E-16  4.90E-16  6.68E-16  9.47E-16  1.30E-15  1.69E-15  2.13E-15  2.61E-15  3.11E-15  3.68E-15  4.25E-15  4.86E-15  5.51E-15  4.17E-15  6.77E-15
   1912  2.70E-16  2.99E-16  3.75E-16  4.90E-16  6.68E-16  9.47E-16  1.29E-15  1.69E-15  2.13E-15  2.61E-15  3.11E-15  3.68E-15  4.25E-15  4.85E-15  5.51E-15  4.17E-15  6.77E-15
   1913  2.70E-16  2.99E-16  3.75E-16  4.90E-16  6.68E-16  9.47E-16  1.29E-15  1.69E-15  2.13E-15  2.61E-15  3.11E-15  3.68E-15  4.25E-15  4.85E-15  5.51E-15  4.17E-15  6.77E-15
   1914  2.70E-16  2.99E-16  3.74E-16  4.90E-16  6.67E-16  9.46E-16  1.29E-15  1.69E-15  2.13E-15  2.61E-15  3.11E-15  3.67E-15  4.25E-15  4.85E-15  5.50E-15  4.17E-15  6.77E-15
   1915  2.70E-16  2.99E-16  3.74E-16  4.89E-16  6.67E-16  9.46E-16  1.29E-15  1.69E-15  2.13E-15  2.61E-15  3.11E-15  3.67E-15  4.24E-15  4.85E-15  5.50E-15  4.17E-15  6.76E-15
   1916  2.70E-16  2.99E-16  3.74E-16  4.89E-16  6.67E-16  9.46E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.11E-15  3.67E-15  4.24E-15  4.85E-15  5.50E-15  4.17E-15  6.76E-15
   1917  2.70E-16  2.99E-16  3.74E-16  4.89E-16  6.67E-16  9.45E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.11E-15  3.67E-15  4.24E-15  4.85E-15  5.50E-15  4.17E-15  6.76E-15
   1918  2.70E-16  2.99E-16  3.74E-16  4.89E-16  6.67E-16  9.45E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.11E-15  3.67E-15  4.24E-15  4.84E-15  5.50E-15  4.17E-15  6.76E-15
   1919  2.70E-16  2.98E-16  3.74E-16  4.89E-16  6.66E-16  9.45E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.11E-15  3.67E-15  4.24E-15  4.84E-15  5.50E-15  4.17E-15  6.76E-15
   1920  2.69E-16  2.98E-16  3.74E-16  4.89E-16  6.66E-16  9.45E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.10E-15  3.67E-15  4.24E-15  4.84E-15  5.50E-15  4.17E-15  6.76E-15
   1921  2.69E-16  2.98E-16  3.74E-16  4.89E-16  6.66E-16  9.44E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.10E-15  3.67E-15  4.24E-15  4.84E-15  5.49E-15  4.17E-15  6.75E-15
   1922  2.69E-16  2.98E-16  3.74E-16  4.89E-16  6.66E-16  9.44E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.10E-15  3.67E-15  4.23E-15  4.84E-15  5.49E-15  4.17E-15  6.75E-15
   1923  2.69E-16  2.98E-16  3.74E-16  4.88E-16  6.66E-16  9.44E-16  1.29E-15  1.69E-15  2.13E-15  2.60E-15  3.10E-15  3.66E-15  4.23E-15  4.84E-15  5.49E-15  4.16E-15  6.75E-15
   1924  2.69E-16  2.98E-16  3.73E-16  4.88E-16  6.65E-16  9.44E-16  1.29E-15  1.68E-15  2.13E-15  2.60E-15  3.10E-15  3.66E-15  4.23E-15  4.84E-15  5.49E-15  4.16E-15  6.75E-15
   1925  2.69E-16  2.98E-16  3.73E-16  4.88E-16  6.65E-16  9.43E-16  1.29E-15  1.68E-15  2.13E-15  2.60E-15  3.10E-15  3.66E-15  4.23E-15  4.84E-15  5.49E-15  4.16E-15  6.75E-15
   1926  2.69E-16  2.98E-16  3.73E-16  4.88E-16  6.65E-16  9.43E-16  1.29E-15  1.68E-15  2.12E-15  2.60E-15  3.10E-15  3.66E-15  4.23E-15  4.84E-15  5.49E-15  4.16E-15  6.75E-15
   1927  2.69E-16  2.98E-16  3.73E-16  4.88E-16  6.65E-16  9.43E-16  1.29E-15  1.68E-15  2.12E-15  2.60E-15  3.10E-15  3.66E-15  4.23E-15  4.83E-15  5.49E-15  4.16E-15  6.74E-15
   1928  2.69E-16  2.98E-16  3.73E-16  4.88E-16  6.65E-16  9.42E-16  1.29E-15  1.68E-15  2.12E-15  2.60E-15  3.10E-15  3.66E-15  4.23E-15  4.83E-15  5.48E-15  4.16E-15  6.74E-15
   1929  2.69E-16  2.98E-16  3.73E-16  4.88E-16  6.65E-16  9.42E-16  1.29E-15  1.68E-15  2.12E-15  2.59E-15  3.10E-15  3.66E-15  4.23E-15  4.83E-15  5.48E-15  4.16E-15  6.74E-15
   1930  2.69E-16  2.98E-16  3.73E-16  4.87E-16  6.64E-16  9.42E-16  1.29E-15  1.68E-15  2.12E-15  2.59E-15  3.10E-15  3.66E-15  4.23E-15  4.83E-15  5.48E-15  4.16E-15  6.74E-15
   1931  2.69E-16  2.98E-16  3.73E-16  4.87E-16  6.64E-16  9.42E-16  1.29E-15  1.68E-15  2.12E-15  2.59E-15  3.10E-15  3.66E-15  4.23E-15  4.83E-15  5.48E-15  4.16E-15  6.74E-15
   1932  2.69E-16  2.98E-16  3.73E-16  4.87E-16  6.64E-16  9.41E-16  1.29E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.83E-15  5.48E-15  4.16E-15  6.73E-15
   1933  2.69E-16  2.98E-16  3.73E-16  4.87E-16  6.64E-16  9.41E-16  1.29E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.83E-15  5.48E-15  4.16E-15  6.73E-15
   1934  2.69E-16  2.97E-16  3.73E-16  4.87E-16  6.63E-16  9.41E-16  1.29E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.82E-15  5.48E-15  4.16E-15  6.73E-15
   1935  2.69E-16  2.97E-16  3.72E-16  4.87E-16  6.63E-16  9.40E-16  1.28E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.82E-15  5.47E-15  4.16E-15  6.73E-15
   1936  2.69E-16  2.97E-16  3.72E-16  4.87E-16  6.63E-16  9.40E-16  1.28E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.82E-15  5.47E-15  4.15E-15  6.73E-15
   1937  2.69E-16  2.97E-16  3.72E-16  4.86E-16  6.63E-16  9.40E-16  1.28E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.82E-15  5.47E-15  4.15E-15  6.73E-15
   1938  2.69E-16  2.97E-16  3.72E-16  4.86E-16  6.63E-16  9.40E-16  1.28E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.82E-15  5.47E-15  4.15E-15  6.73E-15
   1939  2.68E-16  2.97E-16  3.72E-16  4.86E-16  6.62E-16  9.39E-16  1.28E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.22E-15  4.82E-15  5.47E-15  4.15E-15  6.72E-15
   1940  2.68E-16  2.97E-16  3.72E-16  4.86E-16  6.62E-16  9.39E-16  1.28E-15  1.68E-15  2.12E-15  2.59E-15  3.09E-15  3.65E-15  4.21E-15  4.82E-15  5.47E-15  4.15E-15  6.72E-15
   1941  2.68E-16  2.97E-16  3.72E-16  4.86E-16  6.62E-16  9.39E-16  1.28E-15  1.68E-15  2.11E-15  2.59E-15  3.09E-15  3.65E-15  4.21E-15  4.82E-15  5.47E-15  4.15E-15  6.72E-15
   1942  2.68E-16  2.97E-16  3.72E-16  4.86E-16  6.62E-16  9.38E-16  1.28E-15  1.68E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.82E-15  5.46E-15  4.15E-15  6.72E-15
   1943  2.68E-16  2.97E-16  3.72E-16  4.86E-16  6.62E-16  9.38E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.46E-15  4.15E-15  6.72E-15
   1944  2.68E-16  2.97E-16  3.72E-16  4.86E-16  6.62E-16  9.38E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.46E-15  4.15E-15  6.72E-15
   1945  2.68E-16  2.97E-16  3.71E-16  4.85E-16  6.61E-16  9.38E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.46E-15  4.15E-15  6.71E-15
   1946  2.68E-16  2.97E-16  3.71E-16  4.85E-16  6.61E-16  9.37E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.46E-15  4.15E-15  6.71E-15
   1947  2.68E-16  2.97E-16  3.71E-16  4.85E-16  6.61E-16  9.37E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.46E-15  4.15E-15  6.71E-15
   1948  2.68E-16  2.97E-16  3.71E-16  4.85E-16  6.61E-16  9.37E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.46E-15  4.15E-15  6.71E-15
   1949  2.68E-16  2.96E-16  3.71E-16  4.85E-16  6.61E-16  9.36E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.21E-15  4.81E-15  5.45E-15  4.15E-15  6.71E-15
   1950  2.68E-16  2.96E-16  3.71E-16  4.85E-16  6.60E-16  9.36E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.20E-15  4.81E-15  5.45E-15  4.14E-15  6.71E-15
   1951  2.68E-16  2.96E-16  3.71E-16  4.85E-16  6.60E-16  9.36E-16  1.28E-15  1.67E-15  2.11E-15  2.58E-15  3.08E-15  3.64E-15  4.20E-15  4.80E-15  5.45E-15  4.14E-15  6.70E-15
