 Energy     S        S^+       S^++      S^3+      S^4+      S^5+      S^6+      S^7+      S^8+      S^9+     S^10+     S^11+     S^12+     S^13+     S^14+     S^15+     S^16+
    104  6.60E-16  8.60E-16  1.34E-15  1.84E-15  2.57E-15  3.25E-15  3.78E-15  4.59E-15  5.36E-15  5.11E-15  5.87E-15  6.52E-15  7.24E-15  7.93E-15  5.35E-15  9.22E-15  1.01E-14
    105  6.59E-16  8.57E-16  1.33E-15  1.82E-15  2.55E-15  3.22E-15  3.75E-15  4.55E-15  5.31E-15  5.05E-15  5.78E-15  6.42E-15  7.12E-15  7.80E-15  5.31E-15  9.06E-15  9.90E-15
    106  6.58E-16  8.54E-16  1.32E-15  1.81E-15  2.52E-15  3.19E-15  3.72E-15  4.50E-15  5.25E-15  4.99E-15  5.70E-15  6.33E-15  7.01E-15  7.68E-15  5.27E-15  8.91E-15  9.74E-15
    107  6.57E-16  8.51E-16  1.31E-15  1.80E-15  2.50E-15  3.17E-15  3.68E-15  4.46E-15  5.20E-15  4.93E-15  5.62E-15  6.24E-15  6.91E-15  7.57E-15  5.24E-15  8.76E-15  9.59E-15
    108  6.56E-16  8.48E-16  1.30E-15  1.79E-15  2.48E-15  3.14E-15  3.65E-15  4.42E-15  5.16E-15  4.88E-15  5.55E-15  6.15E-15  6.81E-15  7.46E-15  5.21E-15  8.62E-15  9.44E-15
    109  6.54E-16  8.46E-16  1.29E-15  1.78E-15  2.46E-15  3.12E-15  3.63E-15  4.38E-15  5.11E-15  4.83E-15  5.48E-15  6.07E-15  6.72E-15  7.35E-15  5.18E-15  8.49E-15  9.31E-15
    110  6.53E-16  8.43E-16  1.28E-15  1.77E-15  2.44E-15  3.09E-15  3.60E-15  4.35E-15  5.07E-15  4.78E-15  5.41E-15  5.99E-15  6.63E-15  7.26E-15  5.15E-15  8.36E-15  9.17E-15
    111  6.52E-16  8.40E-16  1.27E-15  1.76E-15  2.43E-15  3.07E-15  3.57E-15  4.32E-15  5.03E-15  4.73E-15  5.35E-15  5.92E-15  6.54E-15  7.16E-15  5.13E-15  8.24E-15  9.05E-15
    112  6.51E-16  8.38E-16  1.27E-15  1.75E-15  2.41E-15  3.05E-15  3.55E-15  4.28E-15  4.99E-15  4.69E-15  5.29E-15  5.85E-15  6.46E-15  7.07E-15  5.11E-15  8.12E-15  8.93E-15
    113  6.50E-16  8.35E-16  1.26E-15  1.74E-15  2.39E-15  3.04E-15  3.52E-15  4.26E-15  4.96E-15  4.65E-15  5.24E-15  5.79E-15  6.39E-15  6.99E-15  5.09E-15  8.01E-15  8.82E-15
    114  6.49E-16  8.33E-16  1.25E-15  1.73E-15  2.38E-15  3.02E-15  3.50E-15  4.23E-15  4.92E-15  4.61E-15  5.18E-15  5.72E-15  6.31E-15  6.91E-15  5.07E-15  7.91E-15  8.71E-15
    115  6.48E-16  8.30E-16  1.25E-15  1.72E-15  2.36E-15  3.00E-15  3.48E-15  4.20E-15  4.89E-15  4.58E-15  5.13E-15  5.66E-15  6.25E-15  6.84E-15  5.06E-15  7.80E-15  8.61E-15
    116  6.47E-16  8.28E-16  1.24E-15  1.71E-15  2.35E-15  2.98E-15  3.46E-15  4.18E-15  4.86E-15  4.55E-15  5.09E-15  5.61E-15  6.18E-15  6.77E-15  5.04E-15  7.71E-15  8.52E-15
    117  6.46E-16  8.26E-16  1.23E-15  1.70E-15  2.33E-15  2.97E-15  3.44E-15  4.15E-15  4.83E-15  4.52E-15  5.04E-15  5.56E-15  6.12E-15  6.70E-15  5.03E-15  7.62E-15  8.43E-15
    118  6.45E-16  8.23E-16  1.23E-15  1.70E-15  2.32E-15  2.95E-15  3.42E-15  4.13E-15  4.80E-15  4.49E-15  5.00E-15  5.51E-15  6.07E-15  6.63E-15  5.03E-15  7.53E-15  8.34E-15
    119  6.44E-16  8.21E-16  1.22E-15  1.69E-15  2.31E-15  2.94E-15  3.41E-15  4.11E-15  4.78E-15  4.46E-15  4.96E-15  5.46E-15  6.01E-15  6.58E-15  5.02E-15  7.45E-15  8.26E-15
    120  6.43E-16  8.19E-16  1.22E-15  1.68E-15  2.30E-15  2.93E-15  3.39E-15  4.09E-15  4.75E-15  4.43E-15  4.92E-15  5.42E-15  5.96E-15  6.52E-15  5.02E-15  7.37E-15  8.18E-15
    121  6.42E-16  8.17E-16  1.21E-15  1.68E-15  2.28E-15  2.92E-15  3.38E-15  4.07E-15  4.73E-15  4.41E-15  4.89E-15  5.38E-15  5.91E-15  6.47E-15  5.01E-15  7.29E-15  8.11E-15
    122  6.41E-16  8.15E-16  1.21E-15  1.67E-15  2.27E-15  2.90E-15  3.36E-15  4.05E-15  4.71E-15  4.39E-15  4.86E-15  5.34E-15  5.87E-15  6.42E-15  5.01E-15  7.22E-15  8.04E-15
    123  6.40E-16  8.13E-16  1.20E-15  1.67E-15  2.26E-15  2.89E-15  3.35E-15  4.03E-15  4.69E-15  4.37E-15  4.83E-15  5.30E-15  5.83E-15  6.37E-15  5.01E-15  7.15E-15  7.98E-15
    124  6.39E-16  8.11E-16  1.20E-15  1.66E-15  2.25E-15  2.88E-15  3.34E-15  4.02E-15  4.67E-15  4.35E-15  4.80E-15  5.27E-15  5.79E-15  6.33E-15  5.01E-15  7.09E-15  7.92E-15
    125  6.38E-16  8.09E-16  1.19E-15  1.65E-15  2.24E-15  2.87E-15  3.33E-15  4.00E-15  4.66E-15  4.34E-15  4.77E-15  5.24E-15  5.75E-15  6.29E-15  5.02E-15  7.03E-15  7.86E-15
    126  6.38E-16  8.07E-16  1.19E-15  1.65E-15  2.23E-15  2.86E-15  3.31E-15  3.99E-15  4.64E-15  4.32E-15  4.74E-15  5.21E-15  5.71E-15  6.25E-15  5.02E-15  6.97E-15  7.81E-15
    127  6.37E-16  8.05E-16  1.18E-15  1.64E-15  2.22E-15  2.85E-15  3.30E-15  3.98E-15  4.62E-15  4.31E-15  4.72E-15  5.18E-15  5.68E-15  6.21E-15  5.03E-15  6.92E-15  7.76E-15
    128  6.36E-16  8.03E-16  1.18E-15  1.64E-15  2.21E-15  2.85E-15  3.29E-15  3.96E-15  4.61E-15  4.30E-15  4.70E-15  5.15E-15  5.65E-15  6.18E-15  5.04E-15  6.86E-15  7.72E-15
    129  6.35E-16  8.02E-16  1.17E-15  1.64E-15  2.20E-15  2.84E-15  3.28E-15  3.95E-15  4.60E-15  4.29E-15  4.68E-15  5.13E-15  5.63E-15  6.15E-15  5.05E-15  6.82E-15  7.68E-15
    130  6.34E-16  8.00E-16  1.17E-15  1.63E-15  2.20E-15  2.83E-15  3.28E-15  3.94E-15  4.58E-15  4.28E-15  4.66E-15  5.11E-15  5.60E-15  6.12E-15  5.06E-15  6.77E-15  7.64E-15
    131  6.33E-16  7.98E-16  1.17E-15  1.63E-15  2.19E-15  2.82E-15  3.27E-15  3.93E-15  4.57E-15  4.27E-15  4.64E-15  5.09E-15  5.58E-15  6.10E-15  5.07E-15  6.73E-15  7.60E-15
    132  6.32E-16  7.96E-16  1.16E-15  1.62E-15  2.18E-15  2.82E-15  3.26E-15  3.92E-15  4.56E-15  4.26E-15  4.63E-15  5.07E-15  5.56E-15  6.07E-15  5.08E-15  6.69E-15  7.57E-15
    133  6.32E-16  7.95E-16  1.16E-15  1.62E-15  2.17E-15  2.81E-15  3.25E-15  3.92E-15  4.55E-15  4.26E-15  4.61E-15  5.05E-15  5.54E-15  6.05E-15  5.10E-15  6.65E-15  7.54E-15
    134  6.31E-16  7.93E-16  1.16E-15  1.62E-15  2.17E-15  2.80E-15  3.25E-15  3.91E-15  4.54E-15  4.25E-15  4.60E-15  5.04E-15  5.52E-15  6.03E-15  5.11E-15  6.61E-15  7.51E-15
    135  6.30E-16  7.92E-16  1.15E-15  1.61E-15  2.16E-15  2.80E-15  3.24E-15  3.90E-15  4.54E-15  4.25E-15  4.59E-15  5.03E-15  5.50E-15  6.02E-15  5.13E-15  6.58E-15  7.49E-15
    136  6.29E-16  7.90E-16  1.15E-15  1.61E-15  2.15E-15  2.79E-15  3.24E-15  3.89E-15  4.53E-15  4.24E-15  4.58E-15  5.01E-15  5.49E-15  6.00E-15  5.15E-15  6.55E-15  7.47E-15
    137  6.29E-16  7.89E-16  1.15E-15  1.61E-15  2.15E-15  2.79E-15  3.23E-15  3.89E-15  4.52E-15  4.24E-15  4.57E-15  5.00E-15  5.48E-15  5.99E-15  5.16E-15  6.52E-15  7.45E-15
    138  6.28E-16  7.87E-16  1.14E-15  1.60E-15  2.14E-15  2.78E-15  3.23E-15  3.88E-15  4.52E-15  4.24E-15  4.56E-15  4.99E-15  5.47E-15  5.98E-15  5.19E-15  6.49E-15  7.44E-15
    139  6.27E-16  7.85E-16  1.14E-15  1.60E-15  2.13E-15  2.78E-15  3.22E-15  3.88E-15  4.51E-15  4.24E-15  4.55E-15  4.99E-15  5.46E-15  5.97E-15  5.21E-15  6.47E-15  7.42E-15
    140  6.27E-16  7.84E-16  1.14E-15  1.60E-15  2.13E-15  2.78E-15  3.22E-15  3.87E-15  4.51E-15  4.24E-15  4.55E-15  4.98E-15  5.45E-15  5.96E-15  5.23E-15  6.45E-15  7.41E-15
    141  6.26E-16  7.83E-16  1.14E-15  1.59E-15  2.12E-15  2.77E-15  3.21E-15  3.87E-15  4.50E-15  4.24E-15  4.54E-15  4.97E-15  5.45E-15  5.95E-15  5.25E-15  6.43E-15  7.40E-15
    142  6.25E-16  7.81E-16  1.13E-15  1.59E-15  2.12E-15  2.77E-15  3.21E-15  3.87E-15  4.50E-15  4.25E-15  4.54E-15  4.97E-15  5.44E-15  5.95E-15  5.27E-15  6.41E-15  7.40E-15
    143  6.24E-16  7.80E-16  1.13E-15  1.59E-15  2.11E-15  2.77E-15  3.21E-15  3.86E-15  4.50E-15  4.25E-15  4.54E-15  4.97E-15  5.44E-15  5.94E-15  5.30E-15  6.39E-15  7.39E-15
    144  6.24E-16  7.79E-16  1.13E-15  1.59E-15  2.11E-15  2.76E-15  3.21E-15  3.86E-15  4.50E-15  4.25E-15  4.53E-15  4.97E-15  5.44E-15  5.94E-15  5.33E-15  6.37E-15  7.39E-15
    145  6.23E-16  7.77E-16  1.13E-15  1.58E-15  2.10E-15  2.76E-15  3.20E-15  3.86E-15  4.50E-15  4.26E-15  4.53E-15  4.97E-15  5.44E-15  5.94E-15  5.35E-15  6.36E-15  7.39E-15
    146  6.22E-16  7.76E-16  1.12E-15  1.58E-15  2.10E-15  2.76E-15  3.20E-15  3.86E-15  4.49E-15  4.26E-15  4.53E-15  4.97E-15  5.44E-15  5.94E-15  5.38E-15  6.35E-15  7.39E-15
    147  6.22E-16  7.75E-16  1.12E-15  1.58E-15  2.09E-15  2.75E-15  3.20E-15  3.86E-15  4.49E-15  4.27E-15  4.53E-15  4.97E-15  5.44E-15  5.95E-15  5.41E-15  6.34E-15  7.40E-15
    148  6.21E-16  7.73E-16  1.12E-15  1.58E-15  2.09E-15  2.75E-15  3.20E-15  3.86E-15  4.49E-15  4.28E-15  4.53E-15  4.97E-15  5.44E-15  5.95E-15  5.44E-15  6.33E-15  7.40E-15
    149  6.20E-16  7.72E-16  1.12E-15  1.58E-15  2.09E-15  2.75E-15  3.20E-15  3.86E-15  4.50E-15  4.29E-15  4.54E-15  4.97E-15  5.45E-15  5.96E-15  5.47E-15  6.32E-15  7.41E-15
    150  6.20E-16  7.71E-16  1.11E-15  1.57E-15  2.08E-15  2.75E-15  3.20E-15  3.86E-15  4.50E-15  4.29E-15  4.54E-15  4.98E-15  5.45E-15  5.96E-15  5.50E-15  6.32E-15  7.42E-15
    151  6.19E-16  7.70E-16  1.11E-15  1.57E-15  2.08E-15  2.75E-15  3.20E-15  3.86E-15  4.50E-15  4.30E-15  4.54E-15  4.98E-15  5.46E-15  5.97E-15  5.53E-15  6.31E-15  7.43E-15
    152  6.19E-16  7.68E-16  1.11E-15  1.57E-15  2.07E-15  2.75E-15  3.20E-15  3.86E-15  4.50E-15  4.31E-15  4.55E-15  4.99E-15  5.47E-15  5.98E-15  5.56E-15  6.31E-15  7.45E-15
    153  6.18E-16  7.67E-16  1.11E-15  1.57E-15  2.07E-15  2.75E-15  3.20E-15  3.86E-15  4.50E-15  4.32E-15  4.55E-15  5.00E-15  5.47E-15  5.99E-15  5.60E-15  6.31E-15  7.46E-15
    154  6.17E-16  7.66E-16  1.11E-15  1.57E-15  2.07E-15  2.74E-15  3.20E-15  3.86E-15  4.50E-15  4.33E-15  4.56E-15  5.00E-15  5.48E-15  6.00E-15  5.63E-15  6.31E-15  7.48E-15
    155  6.17E-16  7.65E-16  1.10E-15  1.57E-15  2.06E-15  2.74E-15  3.20E-15  3.86E-15  4.51E-15  4.35E-15  4.57E-15  5.01E-15  5.49E-15  6.01E-15  5.67E-15  6.31E-15  7.50E-15
    156  6.16E-16  7.64E-16  1.10E-15  1.56E-15  2.06E-15  2.74E-15  3.20E-15  3.86E-15  4.51E-15  4.36E-15  4.57E-15  5.02E-15  5.51E-15  6.03E-15  5.70E-15  6.31E-15  7.52E-15
    157  6.16E-16  7.63E-16  1.10E-15  1.56E-15  2.06E-15  2.74E-15  3.20E-15  3.87E-15  4.52E-15  4.37E-15  4.58E-15  5.03E-15  5.52E-15  6.04E-15  5.74E-15  6.32E-15  7.54E-15
    158  6.15E-16  7.62E-16  1.10E-15  1.56E-15  2.06E-15  2.74E-15  3.20E-15  3.87E-15  4.52E-15  4.38E-15  4.59E-15  5.05E-15  5.53E-15  6.06E-15  5.78E-15  6.32E-15  7.56E-15
    159  6.15E-16  7.61E-16  1.10E-15  1.56E-15  2.05E-15  2.74E-15  3.20E-15  3.87E-15  4.52E-15  4.40E-15  4.60E-15  5.06E-15  5.55E-15  6.08E-15  5.81E-15  6.33E-15  7.59E-15
    160  6.14E-16  7.60E-16  1.10E-15  1.56E-15  2.05E-15  2.74E-15  3.20E-15  3.88E-15  4.53E-15  4.41E-15  4.61E-15  5.07E-15  5.56E-15  6.09E-15  5.85E-15  6.34E-15  7.61E-15
    161  6.14E-16  7.59E-16  1.09E-15  1.56E-15  2.05E-15  2.74E-15  3.21E-15  3.88E-15  4.54E-15  4.43E-15  4.62E-15  5.08E-15  5.58E-15  6.11E-15  5.89E-15  6.35E-15  7.64E-15
    162  6.13E-16  7.58E-16  1.09E-15  1.56E-15  2.05E-15  2.74E-15  3.21E-15  3.88E-15  4.54E-15  4.44E-15  4.63E-15  5.10E-15  5.60E-15  6.13E-15  5.93E-15  6.36E-15  7.67E-15
    163  6.12E-16  7.57E-16  1.09E-15  1.56E-15  2.04E-15  2.74E-15  3.21E-15  3.89E-15  4.55E-15  4.46E-15  4.64E-15  5.11E-15  5.61E-15  6.15E-15  5.97E-15  6.37E-15  7.70E-15
    164  6.12E-16  7.56E-16  1.09E-15  1.55E-15  2.04E-15  2.74E-15  3.21E-15  3.89E-15  4.55E-15  4.47E-15  4.66E-15  5.13E-15  5.63E-15  6.17E-15  6.01E-15  6.38E-15  7.73E-15
    165  6.11E-16  7.55E-16  1.09E-15  1.55E-15  2.04E-15  2.74E-15  3.22E-15  3.89E-15  4.56E-15  4.49E-15  4.67E-15  5.14E-15  5.65E-15  6.20E-15  6.06E-15  6.39E-15  7.77E-15
    166  6.11E-16  7.54E-16  1.09E-15  1.55E-15  2.04E-15  2.74E-15  3.22E-15  3.90E-15  4.57E-15  4.51E-15  4.68E-15  5.16E-15  5.67E-15  6.22E-15  6.10E-15  6.41E-15  7.80E-15
    167  6.10E-16  7.53E-16  1.09E-15  1.55E-15  2.03E-15  2.75E-15  3.22E-15  3.90E-15  4.57E-15  4.52E-15  4.70E-15  5.18E-15  5.69E-15  6.25E-15  6.14E-15  6.42E-15  7.84E-15
    168  6.10E-16  7.52E-16  1.08E-15  1.55E-15  2.03E-15  2.75E-15  3.22E-15  3.91E-15  4.58E-15  4.54E-15  4.71E-15  5.20E-15  5.71E-15  6.27E-15  6.19E-15  6.44E-15  7.88E-15
    169  6.10E-16  7.51E-16  1.08E-15  1.55E-15  2.03E-15  2.75E-15  3.23E-15  3.91E-15  4.59E-15  4.56E-15  4.72E-15  5.22E-15  5.74E-15  6.30E-15  6.23E-15  6.45E-15  7.91E-15
    170  6.09E-16  7.50E-16  1.08E-15  1.55E-15  2.03E-15  2.75E-15  3.23E-15  3.92E-15  4.60E-15  4.58E-15  4.74E-15  5.23E-15  5.76E-15  6.32E-15  6.28E-15  6.47E-15  7.96E-15
    171  6.09E-16  7.49E-16  1.08E-15  1.55E-15  2.03E-15  2.75E-15  3.24E-15  3.92E-15  4.60E-15  4.60E-15  4.75E-15  5.25E-15  5.79E-15  6.35E-15  6.32E-15  6.49E-15  8.00E-15
    172  6.08E-16  7.48E-16  1.08E-15  1.55E-15  2.03E-15  2.75E-15  3.24E-15  3.93E-15  4.61E-15  4.62E-15  4.77E-15  5.27E-15  5.81E-15  6.38E-15  6.37E-15  6.51E-15  8.04E-15
    173  6.08E-16  7.47E-16  1.08E-15  1.55E-15  2.02E-15  2.75E-15  3.24E-15  3.94E-15  4.62E-15  4.64E-15  4.79E-15  5.30E-15  5.83E-15  6.41E-15  6.41E-15  6.53E-15  8.08E-15
    174  6.07E-16  7.46E-16  1.08E-15  1.55E-15  2.02E-15  2.75E-15  3.25E-15  3.94E-15  4.63E-15  4.66E-15  4.80E-15  5.32E-15  5.86E-15  6.44E-15  6.46E-15  6.55E-15  8.13E-15
    175  6.07E-16  7.45E-16  1.08E-15  1.55E-15  2.02E-15  2.76E-15  3.25E-15  3.95E-15  4.64E-15  4.68E-15  4.82E-15  5.34E-15  5.89E-15  6.47E-15  6.51E-15  6.58E-15  8.18E-15
    176  6.06E-16  7.45E-16  1.08E-15  1.55E-15  2.02E-15  2.76E-15  3.26E-15  3.95E-15  4.65E-15  4.70E-15  4.84E-15  5.36E-15  5.91E-15  6.50E-15  6.56E-15  6.60E-15  8.22E-15
    177  6.06E-16  7.44E-16  1.07E-15  1.55E-15  2.02E-15  2.76E-15  3.26E-15  3.96E-15  4.66E-15  4.72E-15  4.86E-15  5.38E-15  5.94E-15  6.54E-15  6.61E-15  6.63E-15  8.27E-15
    178  6.06E-16  7.43E-16  1.07E-15  1.55E-15  2.02E-15  2.76E-15  3.26E-15  3.97E-15  4.67E-15  4.74E-15  4.88E-15  5.41E-15  5.97E-15  6.57E-15  6.66E-15  6.65E-15  8.32E-15
    179  6.05E-16  7.42E-16  1.07E-15  1.54E-15  2.02E-15  2.76E-15  3.27E-15  3.98E-15  4.68E-15  4.76E-15  4.90E-15  5.43E-15  6.00E-15  6.60E-15  6.71E-15  6.68E-15  8.37E-15
    180  6.05E-16  7.41E-16  1.07E-15  1.54E-15  2.01E-15  2.76E-15  3.27E-15  3.98E-15  4.69E-15  4.78E-15  4.91E-15  5.46E-15  6.03E-15  6.64E-15  6.76E-15  6.70E-15  8.43E-15
    181  6.04E-16  7.41E-16  1.07E-15  1.54E-15  2.01E-15  2.77E-15  3.28E-15  3.99E-15  4.70E-15  4.80E-15  4.93E-15  5.48E-15  6.06E-15  6.67E-15  6.81E-15  6.73E-15  8.48E-15
    182  6.04E-16  7.40E-16  1.07E-15  1.54E-15  2.01E-15  2.77E-15  3.28E-15  4.00E-15  4.71E-15  4.83E-15  4.95E-15  5.51E-15  6.09E-15  6.71E-15  6.87E-15  6.76E-15  8.53E-15
    183  6.04E-16  7.39E-16  1.07E-15  1.54E-15  2.01E-15  2.77E-15  3.29E-15  4.00E-15  4.72E-15  4.85E-15  4.97E-15  5.53E-15  6.12E-15  6.75E-15  6.92E-15  6.79E-15  8.59E-15
    184  6.03E-16  7.38E-16  1.07E-15  1.54E-15  2.01E-15  2.77E-15  3.29E-15  4.01E-15  4.73E-15  4.87E-15  5.00E-15  5.56E-15  6.16E-15  6.78E-15  6.97E-15  6.82E-15  8.65E-15
    185  6.03E-16  7.37E-16  1.07E-15  1.54E-15  2.01E-15  2.78E-15  3.30E-15  4.02E-15  4.74E-15  4.90E-15  5.02E-15  5.59E-15  6.19E-15  6.82E-15  7.03E-15  6.85E-15  8.70E-15
    186  6.03E-16  7.37E-16  1.07E-15  1.54E-15  2.01E-15  2.78E-15  3.30E-15  4.03E-15  4.75E-15  4.92E-15  5.04E-15  5.61E-15  6.22E-15  6.86E-15  7.08E-15  6.88E-15  8.76E-15
    187  6.02E-16  7.36E-16  1.07E-15  1.54E-15  2.01E-15  2.78E-15  3.31E-15  4.04E-15  4.76E-15  4.94E-15  5.06E-15  5.64E-15  6.26E-15  6.90E-15  7.14E-15  6.91E-15  8.83E-15
    188  6.02E-16  7.35E-16  1.07E-15  1.54E-15  2.01E-15  2.78E-15  3.31E-15  4.04E-15  4.77E-15  4.97E-15  5.08E-15  5.67E-15  6.29E-15  6.94E-15  7.20E-15  6.95E-15  8.89E-15
    189  6.01E-16  7.35E-16  1.06E-15  1.54E-15  2.01E-15  2.79E-15  3.32E-15  4.05E-15  4.79E-15  4.99E-15  5.10E-15  5.70E-15  6.32E-15  6.98E-15  7.25E-15  6.98E-15  8.95E-15
    190  6.01E-16  7.34E-16  1.06E-15  1.54E-15  2.01E-15  2.79E-15  3.32E-15  4.06E-15  4.80E-15  5.02E-15  5.13E-15  5.73E-15  6.36E-15  7.02E-15  7.31E-15  7.02E-15  9.01E-15
    191  6.01E-16  7.33E-16  1.06E-15  1.54E-15  2.01E-15  2.79E-15  3.33E-15  4.07E-15  4.81E-15  5.04E-15  5.15E-15  5.76E-15  6.40E-15  7.07E-15  7.37E-15  7.05E-15  9.08E-15
    192  6.00E-16  7.32E-16  1.06E-15  1.54E-15  2.00E-15  2.79E-15  3.33E-15  4.08E-15  4.82E-15  5.07E-15  5.17E-15  5.79E-15  6.43E-15  7.11E-15  7.42E-15  7.09E-15  9.14E-15
    193  6.00E-16  7.32E-16  1.06E-15  1.54E-15  2.00E-15  2.80E-15  3.34E-15  4.09E-15  4.83E-15  5.09E-15  5.20E-15  5.82E-15  6.47E-15  7.15E-15  7.48E-15  7.13E-15  9.21E-15
    194  6.00E-16  7.31E-16  1.06E-15  1.54E-15  2.00E-15  2.80E-15  3.35E-15  4.09E-15  4.85E-15  5.12E-15  5.22E-15  5.85E-15  6.51E-15  7.20E-15  7.54E-15  7.16E-15  9.28E-15
    195  6.00E-16  7.30E-16  1.06E-15  1.54E-15  2.00E-15  2.80E-15  3.35E-15  4.10E-15  4.86E-15  5.15E-15  5.25E-15  5.88E-15  6.55E-15  7.24E-15  7.60E-15  7.20E-15  9.35E-15
    196  5.99E-16  7.30E-16  1.06E-15  1.54E-15  2.00E-15  2.80E-15  3.36E-15  4.11E-15  4.87E-15  5.17E-15  5.27E-15  5.91E-15  6.58E-15  7.29E-15  7.66E-15  7.24E-15  9.41E-15
    197  5.99E-16  7.29E-16  1.06E-15  1.54E-15  2.00E-15  2.81E-15  3.36E-15  4.12E-15  4.88E-15  5.20E-15  5.30E-15  5.94E-15  6.62E-15  7.33E-15  7.73E-15  7.28E-15  9.49E-15
    198  5.99E-16  7.28E-16  1.06E-15  1.54E-15  2.00E-15  2.81E-15  3.37E-15  4.13E-15  4.90E-15  5.23E-15  5.32E-15  5.97E-15  6.66E-15  7.38E-15  7.79E-15  7.32E-15  9.56E-15
    199  5.98E-16  7.28E-16  1.06E-15  1.54E-15  2.00E-15  2.81E-15  3.38E-15  4.14E-15  4.91E-15  5.25E-15  5.35E-15  6.01E-15  6.70E-15  7.43E-15  7.85E-15  7.36E-15  9.63E-15
    200  5.98E-16  7.27E-16  1.06E-15  1.54E-15  2.00E-15  2.82E-15  3.38E-15  4.15E-15  4.92E-15  5.28E-15  5.37E-15  6.04E-15  6.74E-15  7.47E-15  7.91E-15  7.41E-15  9.70E-15
    201  5.97E-16  7.25E-16  1.05E-15  1.54E-15  2.00E-15  2.81E-15  3.37E-15  4.14E-15  4.91E-15  5.27E-15  5.36E-15  6.03E-15  6.73E-15  7.46E-15  7.90E-15  7.37E-15  9.68E-15
    202  5.96E-16  7.24E-16  1.05E-15  1.53E-15  1.99E-15  2.80E-15  3.37E-15  4.13E-15  4.90E-15  5.26E-15  5.35E-15  6.01E-15  6.72E-15  7.44E-15  7.89E-15  7.34E-15  9.65E-15
    203  5.95E-16  7.22E-16  1.05E-15  1.53E-15  1.99E-15  2.79E-15  3.36E-15  4.12E-15  4.89E-15  5.25E-15  5.34E-15  6.00E-15  6.70E-15  7.42E-15  7.88E-15  7.30E-15  9.63E-15
    204  5.94E-16  7.21E-16  1.05E-15  1.53E-15  1.98E-15  2.79E-15  3.35E-15  4.11E-15  4.88E-15  5.24E-15  5.33E-15  5.99E-15  6.69E-15  7.41E-15  7.87E-15  7.27E-15  9.61E-15
    205  5.93E-16  7.19E-16  1.04E-15  1.52E-15  1.98E-15  2.78E-15  3.34E-15  4.10E-15  4.87E-15  5.23E-15  5.32E-15  5.98E-15  6.67E-15  7.39E-15  7.87E-15  7.24E-15  9.59E-15
    206  5.92E-16  7.18E-16  1.04E-15  1.52E-15  1.97E-15  2.77E-15  3.34E-15  4.09E-15  4.86E-15  5.22E-15  5.31E-15  5.97E-15  6.66E-15  7.38E-15  7.86E-15  7.21E-15  9.57E-15
    207  5.91E-16  7.17E-16  1.04E-15  1.51E-15  1.97E-15  2.76E-15  3.33E-15  4.09E-15  4.85E-15  5.21E-15  5.30E-15  5.96E-15  6.65E-15  7.36E-15  7.85E-15  7.18E-15  9.55E-15
    208  5.91E-16  7.15E-16  1.04E-15  1.51E-15  1.96E-15  2.76E-15  3.32E-15  4.08E-15  4.84E-15  5.20E-15  5.29E-15  5.95E-15  6.64E-15  7.35E-15  7.84E-15  7.15E-15  9.53E-15
    209  5.90E-16  7.14E-16  1.03E-15  1.50E-15  1.96E-15  2.75E-15  3.32E-15  4.07E-15  4.83E-15  5.19E-15  5.28E-15  5.94E-15  6.63E-15  7.34E-15  7.84E-15  7.12E-15  9.51E-15
    210  5.89E-16  7.12E-16  1.03E-15  1.50E-15  1.95E-15  2.74E-15  3.31E-15  4.06E-15  4.82E-15  5.18E-15  5.28E-15  5.93E-15  6.62E-15  7.33E-15  7.83E-15  7.09E-15  9.49E-15
    211  5.88E-16  7.11E-16  1.03E-15  1.50E-15  1.95E-15  2.74E-15  3.31E-15  4.06E-15  4.82E-15  5.17E-15  5.27E-15  5.92E-15  6.61E-15  7.31E-15  7.82E-15  7.07E-15  9.48E-15
    212  5.87E-16  7.09E-16  1.03E-15  1.49E-15  1.94E-15  2.73E-15  3.30E-15  4.05E-15  4.81E-15  5.16E-15  5.26E-15  5.91E-15  6.60E-15  7.30E-15  7.82E-15  7.04E-15  9.46E-15
    213  5.86E-16  7.08E-16  1.03E-15  1.49E-15  1.94E-15  2.73E-15  3.29E-15  4.04E-15  4.80E-15  5.15E-15  5.25E-15  5.91E-15  6.59E-15  7.29E-15  7.81E-15  7.02E-15  9.45E-15
    214  5.85E-16  7.07E-16  1.02E-15  1.49E-15  1.93E-15  2.72E-15  3.29E-15  4.03E-15  4.79E-15  5.15E-15  5.25E-15  5.90E-15  6.58E-15  7.28E-15  7.81E-15  6.99E-15  9.43E-15
    215  5.84E-16  7.05E-16  1.02E-15  1.48E-15  1.93E-15  2.71E-15  3.28E-15  4.03E-15  4.78E-15  5.14E-15  5.24E-15  5.89E-15  6.57E-15  7.27E-15  7.80E-15  6.97E-15  9.42E-15
    216  5.83E-16  7.04E-16  1.02E-15  1.48E-15  1.93E-15  2.71E-15  3.28E-15  4.02E-15  4.78E-15  5.13E-15  5.23E-15  5.88E-15  6.56E-15  7.26E-15  7.80E-15  6.94E-15  9.40E-15
    217  5.83E-16  7.03E-16  1.02E-15  1.47E-15  1.92E-15  2.70E-15  3.27E-15  4.01E-15  4.77E-15  5.12E-15  5.23E-15  5.88E-15  6.55E-15  7.25E-15  7.79E-15  6.92E-15  9.39E-15
