 # Alt [km]  H2 [cm^-3]   He [cm^-3]  CH4 [cm^-3]  Tot [cm^-3]  Temp [K]  Press [mBar]  Scale height [km]
   868.00    1.470E+10    2.298E+09    3.571E+07    1.703E+10    880.00    2.070E-06       1.642E+07
   866.00    1.489E+10    2.327E+09    3.617E+07    1.725E+10    879.35    2.095E-06       1.673E+07
   864.00    1.508E+10    2.357E+09    3.664E+07    1.747E+10    878.65    2.120E-06       1.445E+07
   862.00    1.530E+10    2.391E+09    3.717E+07    1.773E+10    878.00    2.149E-06       1.275E+07
   860.00    1.555E+10    2.430E+09    3.778E+07    1.802E+10    877.44    2.183E-06       1.285E+07
   858.00    1.580E+10    2.470E+09    3.838E+07    1.831E+10    877.00    2.217E-06       1.353E+07
   856.00    1.604E+10    2.507E+09    3.897E+07    1.859E+10    876.65    2.250E-06       1.431E+07
   854.00    1.627E+10    2.543E+09    3.953E+07    1.885E+10    876.34    2.281E-06       1.455E+07
   852.00    1.650E+10    2.579E+09    4.009E+07    1.912E+10    876.00    2.312E-06       1.366E+07
   850.00    1.675E+10    2.618E+09    4.069E+07    1.941E+10    875.56    2.346E-06       1.401E+07
   848.00    1.700E+10    2.657E+09    4.130E+07    1.970E+10    875.00    2.380E-06       1.499E+07
   846.00    1.724E+10    2.695E+09    4.188E+07    1.998E+10    874.33    2.411E-06       1.596E+07
   844.00    1.747E+10    2.731E+09    4.244E+07    2.024E+10    873.63    2.442E-06       1.608E+07
   842.00    1.770E+10    2.767E+09    4.300E+07    2.051E+10    873.00    2.472E-06       1.477E+07
   840.00    1.795E+10    2.806E+09    4.361E+07    2.080E+10    872.50    2.506E-06       1.499E+07
   838.00    1.820E+10    2.845E+09    4.422E+07    2.109E+10    872.00    2.539E-06       1.541E+07
   836.00    1.845E+10    2.884E+09    4.482E+07    2.138E+10    871.35    2.572E-06       1.448E+07
   834.00    1.872E+10    2.926E+09    4.548E+07    2.169E+10    870.64    2.607E-06       1.407E+07
   832.00    1.900E+10    2.970E+09    4.616E+07    2.202E+10    870.00    2.644E-06       1.315E+07
   830.00    1.930E+10    3.017E+09    4.689E+07    2.236E+10    869.50    2.685E-06       1.337E+07
   828.00    1.960E+10    3.064E+09    4.762E+07    2.271E+10    869.00    2.725E-06       1.598E+07
   826.00    1.986E+10    3.104E+09    4.825E+07    2.301E+10    868.36    2.759E-06       1.702E+07
   824.00    2.011E+10    3.143E+09    4.886E+07    2.330E+10    867.64    2.791E-06       1.463E+07
   822.00    2.040E+10    3.189E+09    4.956E+07    2.364E+10    867.00    2.830E-06       1.207E+07
   820.00    2.075E+10    3.243E+09    5.041E+07    2.404E+10    866.50    2.876E-06       1.228E+07
   818.00    2.110E+10    3.298E+09    5.126E+07    2.445E+10    866.00    2.923E-06       1.435E+07
   816.00    2.141E+10    3.346E+09    5.201E+07    2.481E+10    865.36    2.964E-06       1.573E+07
   814.00    2.170E+10    3.392E+09    5.272E+07    2.514E+10    864.65    3.002E-06       1.531E+07
   812.00    2.200E+10    3.439E+09    5.345E+07    2.549E+10    864.00    3.041E-06       1.345E+07
   810.00    2.234E+10    3.492E+09    5.427E+07    2.589E+10    863.50    3.086E-06       1.288E+07
   808.00    2.270E+10    3.548E+09    5.515E+07    2.630E+10    863.00    3.134E-06       1.406E+07
   806.00    2.304E+10    3.601E+09    5.597E+07    2.670E+10    862.36    3.179E-06       1.482E+07
   804.00    2.337E+10    3.653E+09    5.678E+07    2.708E+10    861.66    3.222E-06       1.499E+07
   802.00    2.370E+10    3.704E+09    5.758E+07    2.746E+10    861.00    3.265E-06       1.414E+07
   800.00    2.405E+10    3.759E+09    5.843E+07    2.787E+10    860.47    3.311E-06       1.429E+07
   798.00    2.440E+10    3.814E+09    5.928E+07    2.827E+10    860.00    3.357E-06       1.458E+07
   796.00    2.475E+10    3.868E+09    6.013E+07    2.868E+10    859.47    3.403E-06       1.410E+07
   794.00    2.512E+10    3.926E+09    6.103E+07    2.911E+10    858.82    3.451E-06       1.413E+07
   792.00    2.550E+10    3.986E+09    6.195E+07    2.955E+10    858.00    3.500E-06       1.379E+07
   790.00    2.590E+10    4.048E+09    6.292E+07    3.001E+10    857.00    3.551E-06       1.403E+07
   788.00    2.630E+10    4.111E+09    6.389E+07    3.047E+10    856.00    3.602E-06       1.571E+07
   786.00    2.666E+10    4.167E+09    6.477E+07    3.089E+10    855.19    3.647E-06       1.571E+07
   784.00    2.702E+10    4.223E+09    6.564E+07    3.131E+10    854.54    3.694E-06       1.490E+07
   782.00    2.740E+10    4.283E+09    6.657E+07    3.175E+10    854.00    3.743E-06       1.293E+07
   780.00    2.784E+10    4.351E+09    6.763E+07    3.226E+10    853.50    3.801E-06       1.256E+07
   778.00    2.830E+10    4.423E+09    6.875E+07    3.279E+10    853.00    3.862E-06       1.341E+07
   776.00    2.874E+10    4.492E+09    6.982E+07    3.330E+10    852.47    3.920E-06       1.408E+07
   774.00    2.917E+10    4.559E+09    7.087E+07    3.380E+10    851.83    3.975E-06       1.454E+07
   772.00    2.960E+10    4.627E+09    7.191E+07    3.430E+10    851.00    4.030E-06       1.431E+07
   770.00    3.005E+10    4.697E+09    7.300E+07    3.482E+10    849.97    4.086E-06       1.448E+07
   768.00    3.050E+10    4.767E+09    7.410E+07    3.534E+10    849.00    4.143E-06       1.472E+07
   766.00    3.094E+10    4.836E+09    7.517E+07    3.585E+10    848.30    4.199E-06       1.411E+07
   764.00    3.140E+10    4.908E+09    7.628E+07    3.638E+10    847.72    4.258E-06       1.328E+07
   762.00    3.190E+10    4.986E+09    7.750E+07    3.696E+10    847.00    4.323E-06       1.223E+07
   760.00    3.246E+10    5.074E+09    7.886E+07    3.761E+10    846.00    4.393E-06       1.296E+07
   758.00    3.300E+10    5.158E+09    8.017E+07    3.824E+10    845.00    4.461E-06       1.494E+07
   756.00    3.347E+10    5.231E+09    8.131E+07    3.878E+10    844.29    4.521E-06       1.606E+07
   754.00    3.391E+10    5.300E+09    8.238E+07    3.929E+10    843.71    4.577E-06       1.471E+07
   752.00    3.440E+10    5.377E+09    8.357E+07    3.986E+10    843.00    4.639E-06       1.254E+07
   750.00    3.499E+10    5.469E+09    8.500E+07    4.054E+10    842.00    4.713E-06       1.233E+07
   748.00    3.560E+10    5.564E+09    8.649E+07    4.125E+10    841.00    4.790E-06       1.373E+07
   746.00    3.615E+10    5.650E+09    8.782E+07    4.189E+10    840.27    4.860E-06       1.493E+07
   744.00    3.666E+10    5.730E+09    8.906E+07    4.248E+10    839.68    4.925E-06       1.438E+07
   742.00    3.720E+10    5.814E+09    9.037E+07    4.310E+10    839.00    4.993E-06       1.359E+07
   740.00    3.779E+10    5.907E+09    9.181E+07    4.379E+10    838.06    5.067E-06       1.346E+07
   738.00    3.840E+10    6.002E+09    9.329E+07    4.450E+10    837.00    5.142E-06       1.441E+07
   736.00    3.898E+10    6.093E+09    9.470E+07    4.517E+10    835.99    5.213E-06       1.434E+07
   734.00    3.957E+10    6.185E+09    9.613E+07    4.585E+10    835.01    5.286E-06       1.361E+07
   732.00    4.020E+10    6.283E+09    9.766E+07    4.658E+10    834.00    5.364E-06       1.240E+07
   730.00    4.090E+10    6.393E+09    9.936E+07    4.739E+10    832.95    5.450E-06       1.254E+07
   728.00    4.160E+10    6.502E+09    1.011E+08    4.820E+10    832.00    5.537E-06       1.400E+07
   726.00    4.223E+10    6.601E+09    1.026E+08    4.893E+10    831.30    5.616E-06       1.459E+07
   724.00    4.284E+10    6.696E+09    1.041E+08    4.964E+10    830.70    5.693E-06       1.375E+07
   722.00    4.350E+10    6.799E+09    1.057E+08    5.040E+10    830.00    5.776E-06       1.261E+07
   720.00    4.424E+10    6.915E+09    1.075E+08    5.126E+10    829.06    5.868E-06       1.260E+07
   718.00    4.500E+10    7.034E+09    1.093E+08    5.214E+10    828.00    5.961E-06       1.399E+07
   716.00    4.570E+10    7.143E+09    1.110E+08    5.295E+10    826.97    6.046E-06       1.464E+07
   714.00    4.638E+10    7.249E+09    1.127E+08    5.374E+10    825.98    6.129E-06       1.397E+07
   712.00    4.710E+10    7.362E+09    1.144E+08    5.458E+10    825.00    6.216E-06       1.287E+07
   710.00    4.789E+10    7.485E+09    1.163E+08    5.549E+10    824.00    6.313E-06       1.276E+07
   708.00    4.870E+10    7.612E+09    1.183E+08    5.643E+10    823.00    6.412E-06       1.412E+07
   706.00    4.945E+10    7.729E+09    1.201E+08    5.730E+10    822.00    6.503E-06       1.436E+07
   704.00    5.020E+10    7.846E+09    1.220E+08    5.817E+10    821.00    6.593E-06       1.361E+07
   702.00    5.100E+10    7.971E+09    1.239E+08    5.910E+10    820.00    6.690E-06       1.219E+07
   700.00    5.190E+10    8.112E+09    1.261E+08    6.014E+10    819.00    6.800E-06       1.242E+07
   698.00    5.280E+10    8.253E+09    1.283E+08    6.118E+10    818.00    6.910E-06       1.380E+07
   696.00    5.363E+10    8.382E+09    1.303E+08    6.214E+10    817.01    7.010E-06       1.463E+07
   694.00    5.443E+10    8.507E+09    1.322E+08    6.307E+10    816.01    7.106E-06       1.358E+07
   692.00    5.530E+10    8.643E+09    1.343E+08    6.408E+10    815.00    7.210E-06       1.204E+07
   690.00    5.629E+10    8.798E+09    1.368E+08    6.522E+10    813.97    7.330E-06       1.195E+07
   688.00    5.730E+10    8.956E+09    1.392E+08    6.640E+10    813.00    7.453E-06       1.308E+07
   686.00    5.824E+10    9.103E+09    1.415E+08    6.748E+10    812.11    7.567E-06       1.384E+07
   684.00    5.915E+10    9.245E+09    1.437E+08    6.854E+10    811.17    7.676E-06       1.370E+07
   682.00    6.010E+10    9.394E+09    1.460E+08    6.964E+10    810.00    7.788E-06       1.297E+07
   680.00    6.114E+10    9.556E+09    1.485E+08    7.084E+10    808.50    7.908E-06       1.295E+07
   678.00    6.220E+10    9.722E+09    1.511E+08    7.207E+10    807.00    8.030E-06       1.358E+07
   676.00    6.321E+10    9.880E+09    1.536E+08    7.324E+10    805.80    8.149E-06       1.352E+07
   674.00    6.422E+10    1.004E+10    1.560E+08    7.441E+10    804.86    8.269E-06       1.271E+07
   672.00    6.530E+10    1.021E+10    1.586E+08    7.567E+10    804.00    8.399E-06       1.172E+07
   670.00    6.649E+10    1.039E+10    1.615E+08    7.704E+10    803.09    8.543E-06       1.189E+07
   668.00    6.770E+10    1.058E+10    1.645E+08    7.845E+10    802.00    8.686E-06       1.333E+07
   666.00    6.883E+10    1.076E+10    1.672E+08    7.976E+10    800.67    8.817E-06       1.409E+07
   664.00    6.993E+10    1.093E+10    1.699E+08    8.103E+10    799.26    8.942E-06       1.322E+07
   662.00    7.110E+10    1.111E+10    1.727E+08    8.239E+10    798.00    9.077E-06       1.186E+07
   660.00    7.239E+10    1.131E+10    1.759E+08    8.388E+10    797.00    9.230E-06       1.189E+07
   658.00    7.370E+10    1.152E+10    1.790E+08    8.540E+10    796.00    9.385E-06       1.341E+07
   656.00    7.492E+10    1.171E+10    1.820E+08    8.681E+10    794.72    9.525E-06       1.422E+07
   654.00    7.611E+10    1.190E+10    1.849E+08    8.819E+10    793.30    9.659E-06       1.309E+07
   652.00    7.740E+10    1.210E+10    1.880E+08    8.969E+10    792.00    9.807E-06       1.157E+07
   650.00    7.884E+10    1.232E+10    1.915E+08    9.135E+10    790.97    9.976E-06       1.158E+07
   648.00    8.030E+10    1.255E+10    1.951E+08    9.305E+10    790.00    1.015E-05       1.294E+07
   646.00    8.166E+10    1.276E+10    1.984E+08    9.462E+10    788.85    1.031E-05       1.385E+07
   644.00    8.298E+10    1.297E+10    2.016E+08    9.615E+10    787.51    1.045E-05       1.319E+07
   642.00    8.440E+10    1.319E+10    2.050E+08    9.780E+10    786.00    1.061E-05       1.201E+07
   640.00    8.598E+10    1.344E+10    2.089E+08    9.963E+10    784.41    1.079E-05       1.176E+07
   638.00    8.760E+10    1.369E+10    2.128E+08    1.015E+11    783.00    1.097E-05       1.259E+07
   636.00    8.911E+10    1.393E+10    2.165E+08    1.033E+11    781.96    1.115E-05       1.286E+07
   634.00    9.060E+10    1.416E+10    2.201E+08    1.050E+11    781.06    1.132E-05       1.229E+07
   632.00    9.220E+10    1.441E+10    2.240E+08    1.068E+11    780.00    1.151E-05       1.148E+07
   630.00    9.398E+10    1.469E+10    2.283E+08    1.089E+11    778.56    1.171E-05       1.155E+07
   628.00    9.580E+10    1.497E+10    2.327E+08    1.110E+11    777.00    1.191E-05       1.239E+07
   626.00    9.752E+10    1.524E+10    2.369E+08    1.130E+11    775.62    1.210E-05       1.278E+07
   624.00    9.921E+10    1.551E+10    2.410E+08    1.150E+11    774.34    1.229E-05       1.228E+07
   622.00    1.010E+11    1.579E+10    2.454E+08    1.170E+11    773.00    1.249E-05       1.121E+07
   620.00    1.030E+11    1.610E+10    2.502E+08    1.193E+11    771.51    1.271E-05       1.148E+07
   618.00    1.050E+11    1.641E+10    2.551E+08    1.217E+11    770.00    1.293E-05       1.161E+07
   616.00    1.070E+11    1.672E+10    2.599E+08    1.240E+11    768.62    1.316E-05       1.179E+07
   614.00    1.090E+11    1.704E+10    2.648E+08    1.263E+11    767.32    1.338E-05       1.205E+07
   612.00    1.110E+11    1.735E+10    2.697E+08    1.286E+11    766.00    1.360E-05       1.242E+07
   610.00    1.130E+11    1.766E+10    2.745E+08    1.309E+11    764.56    1.382E-05       1.280E+07
   608.00    1.150E+11    1.797E+10    2.794E+08    1.333E+11    763.00    1.404E-05       1.399E+07
   606.00    1.169E+11    1.827E+10    2.840E+08    1.355E+11    761.33    1.424E-05       1.432E+07
   604.00    1.188E+11    1.857E+10    2.886E+08    1.377E+11    759.62    1.444E-05       1.224E+07
   602.00    1.210E+11    1.891E+10    2.940E+08    1.402E+11    758.00    1.467E-05       1.073E+07
   600.00    1.235E+11    1.930E+10    3.000E+08    1.431E+11    756.50    1.495E-05       1.098E+07
   598.00    1.260E+11    1.969E+10    3.061E+08    1.460E+11    755.00    1.522E-05       1.248E+07
   596.00    1.283E+11    2.005E+10    3.117E+08    1.487E+11    753.35    1.546E-05       1.348E+07
   594.00    1.305E+11    2.040E+10    3.170E+08    1.512E+11    751.64    1.569E-05       1.181E+07
   592.00    1.330E+11    2.079E+10    3.231E+08    1.541E+11    750.00    1.596E-05       9.751E+06
   590.00    1.360E+11    2.126E+10    3.304E+08    1.576E+11    748.50    1.629E-05       9.995E+06
   588.00    1.390E+11    2.173E+10    3.377E+08    1.611E+11    747.00    1.661E-05       1.164E+07
   586.00    1.417E+11    2.215E+10    3.442E+08    1.642E+11    745.36    1.690E-05       1.248E+07
   584.00    1.443E+11    2.255E+10    3.506E+08    1.672E+11    743.66    1.717E-05       1.217E+07
   582.00    1.470E+11    2.298E+10    3.571E+08    1.703E+11    742.00    1.745E-05       1.093E+07
   580.00    1.500E+11    2.345E+10    3.644E+08    1.738E+11    740.47    1.777E-05       1.113E+07
   578.00    1.530E+11    2.391E+10    3.717E+08    1.773E+11    739.00    1.809E-05       1.186E+07
   576.00    1.559E+11    2.437E+10    3.787E+08    1.806E+11    737.48    1.839E-05       1.179E+07
   574.00    1.589E+11    2.484E+10    3.860E+08    1.841E+11    735.83    1.871E-05       1.178E+07
   572.00    1.620E+11    2.532E+10    3.936E+08    1.877E+11    734.00    1.902E-05       1.065E+07
   570.00    1.655E+11    2.587E+10    4.021E+08    1.918E+11    731.97    1.938E-05       1.087E+07
   568.00    1.690E+11    2.641E+10    4.106E+08    1.958E+11    730.00    1.974E-05       1.166E+07
   566.00    1.723E+11    2.693E+10    4.186E+08    1.996E+11    728.30    2.008E-05       1.222E+07
   564.00    1.755E+11    2.743E+10    4.264E+08    2.034E+11    726.72    2.040E-05       1.141E+07
   562.00    1.790E+11    2.798E+10    4.349E+08    2.074E+11    725.00    2.076E-05       1.054E+07
   560.00    1.829E+11    2.859E+10    4.443E+08    2.119E+11    723.00    2.116E-05       1.021E+07
   558.00    1.870E+11    2.923E+10    4.543E+08    2.167E+11    721.00    2.157E-05       1.085E+07
   556.00    1.909E+11    2.984E+10    4.638E+08    2.212E+11    719.29    2.197E-05       1.100E+07
   554.00    1.948E+11    3.045E+10    4.732E+08    2.257E+11    717.71    2.237E-05       1.046E+07
   552.00    1.990E+11    3.110E+10    4.835E+08    2.306E+11    716.00    2.279E-05       1.012E+07
   550.00    2.035E+11    3.181E+10    4.944E+08    2.358E+11    714.00    2.324E-05       1.039E+07
   548.00    2.080E+11    3.251E+10    5.053E+08    2.410E+11    712.00    2.369E-05       1.128E+07
   546.00    2.122E+11    3.317E+10    5.155E+08    2.459E+11    710.28    2.411E-05       1.174E+07
   544.00    2.163E+11    3.381E+10    5.255E+08    2.506E+11    708.69    2.452E-05       1.037E+07
   542.00    2.210E+11    3.454E+10    5.369E+08    2.561E+11    707.00    2.500E-05       9.262E+06
   540.00    2.264E+11    3.539E+10    5.500E+08    2.623E+11    705.04    2.554E-05       9.187E+06
   538.00    2.320E+11    3.626E+10    5.636E+08    2.688E+11    703.00    2.609E-05       1.065E+07
   536.00    2.370E+11    3.704E+10    5.758E+08    2.746E+11    701.09    2.658E-05       1.146E+07
   534.00    2.418E+11    3.779E+10    5.874E+08    2.802E+11    699.16    2.705E-05       1.090E+07
   532.00    2.470E+11    3.861E+10    6.001E+08    2.862E+11    697.00    2.754E-05       9.894E+06
   530.00    2.529E+11    3.953E+10    6.144E+08    2.930E+11    694.50    2.810E-05       9.788E+06
   528.00    2.590E+11    4.048E+10    6.292E+08    3.001E+11    692.00    2.867E-05       1.002E+07
   526.00    2.650E+11    4.142E+10    6.438E+08    3.071E+11    689.83    2.925E-05       1.031E+07
   524.00    2.709E+11    4.234E+10    6.581E+08    3.139E+11    687.90    2.981E-05       1.016E+07
   522.00    2.770E+11    4.330E+10    6.729E+08    3.210E+11    686.00    3.040E-05       9.939E+06
   520.00    2.834E+11    4.430E+10    6.885E+08    3.284E+11    684.00    3.101E-05       9.854E+06
   518.00    2.900E+11    4.533E+10    7.045E+08    3.360E+11    682.00    3.164E-05       9.882E+06
   516.00    2.967E+11    4.637E+10    7.208E+08    3.438E+11    680.09    3.228E-05       9.834E+06
   514.00    3.036E+11    4.745E+10    7.376E+08    3.518E+11    678.15    3.294E-05       9.467E+06
   512.00    3.110E+11    4.861E+10    7.555E+08    3.604E+11    676.00    3.363E-05       9.101E+06
   510.00    3.190E+11    4.986E+10    7.750E+08    3.696E+11    673.53    3.437E-05       9.422E+06
   508.00    3.270E+11    5.111E+10    7.944E+08    3.789E+11    671.00    3.510E-05       1.050E+07
   506.00    3.344E+11    5.227E+10    8.124E+08    3.875E+11    668.65    3.577E-05       1.055E+07
   504.00    3.419E+11    5.344E+10    8.306E+08    3.962E+11    666.38    3.645E-05       9.983E+06
   502.00    3.500E+11    5.471E+10    8.503E+08    4.056E+11    664.00    3.718E-05       8.856E+06
   500.00    3.593E+11    5.616E+10    8.729E+08    4.163E+11    661.42    3.802E-05       8.606E+06
   498.00    3.690E+11    5.768E+10    8.965E+08    4.276E+11    659.00    3.890E-05       9.126E+06
   496.00    3.782E+11    5.911E+10    9.188E+08    4.382E+11    657.06    3.976E-05       9.430E+06
   494.00    3.873E+11    6.054E+10    9.409E+08    4.488E+11    655.23    4.060E-05       9.278E+06
   492.00    3.970E+11    6.205E+10    9.645E+08    4.600E+11    653.00    4.147E-05       8.858E+06
   490.00    4.078E+11    6.374E+10    9.907E+08    4.725E+11    650.06    4.241E-05       8.839E+06
   488.00    4.190E+11    6.549E+10    1.018E+09    4.855E+11    647.00    4.337E-05       9.304E+06
   486.00    4.297E+11    6.716E+10    1.044E+09    4.979E+11    644.45    4.430E-05       9.258E+06
   484.00    4.405E+11    6.885E+10    1.070E+09    5.104E+11    642.23    4.526E-05       8.872E+06
   482.00    4.520E+11    7.065E+10    1.098E+09    5.237E+11    640.00    4.628E-05       8.224E+06
   480.00    4.648E+11    7.265E+10    1.129E+09    5.386E+11    637.51    4.740E-05       8.213E+06
   478.00    4.780E+11    7.471E+10    1.161E+09    5.539E+11    635.00    4.856E-05       8.578E+06
   476.00    4.909E+11    7.673E+10    1.193E+09    5.688E+11    632.73    4.969E-05       8.664E+06
   474.00    5.040E+11    7.878E+10    1.224E+09    5.840E+11    630.51    5.084E-05       8.444E+06
   472.00    5.180E+11    8.096E+10    1.258E+09    6.002E+11    628.00    5.204E-05       8.102E+06
   470.00    5.333E+11    8.336E+10    1.296E+09    6.180E+11    625.04    5.333E-05       8.186E+06
   468.00    5.490E+11    8.581E+10    1.334E+09    6.361E+11    622.00    5.463E-05       8.497E+06
   466.00    5.644E+11    8.822E+10    1.371E+09    6.540E+11    619.27    5.592E-05       8.492E+06
   464.00    5.801E+11    9.067E+10    1.409E+09    6.722E+11    616.70    5.723E-05       8.121E+06
   462.00    5.970E+11    9.331E+10    1.450E+09    6.918E+11    614.00    5.864E-05       7.609E+06
   460.00    6.157E+11    9.623E+10    1.496E+09    7.134E+11    611.00    6.018E-05       7.610E+06
   458.00    6.350E+11    9.925E+10    1.543E+09    7.358E+11    608.00    6.177E-05       8.096E+06
   456.00    6.536E+11    1.022E+11    1.588E+09    7.573E+11    605.29    6.329E-05       8.204E+06
   454.00    6.724E+11    1.051E+11    1.634E+09    7.791E+11    602.71    6.483E-05       7.692E+06
   452.00    6.930E+11    1.083E+11    1.684E+09    8.030E+11    600.00    6.652E-05       7.101E+06
   450.00    7.161E+11    1.119E+11    1.740E+09    8.298E+11    597.00    6.839E-05       7.097E+06
   448.00    7.400E+11    1.157E+11    1.798E+09    8.575E+11    594.00    7.032E-05       7.549E+06
   446.00    7.631E+11    1.193E+11    1.854E+09    8.842E+11    591.28    7.218E-05       7.648E+06
   444.00    7.865E+11    1.229E+11    1.911E+09    9.113E+11    588.69    7.407E-05       7.219E+06
   442.00    8.120E+11    1.269E+11    1.973E+09    9.409E+11    586.00    7.612E-05       6.668E+06
   440.00    8.406E+11    1.314E+11    2.042E+09    9.740E+11    583.04    7.841E-05       6.762E+06
   438.00    8.700E+11    1.360E+11    2.114E+09    1.008E+12    580.00    8.073E-05       7.344E+06
   436.00    8.982E+11    1.404E+11    2.182E+09    1.041E+12    577.09    8.292E-05       7.300E+06
   434.00    9.275E+11    1.450E+11    2.253E+09    1.075E+12    574.17    8.520E-05       6.579E+06
   432.00    9.610E+11    1.502E+11    2.335E+09    1.114E+12    571.00    8.779E-05       5.853E+06
   430.00    1.000E+12    1.563E+11    2.429E+09    1.159E+12    567.48    9.079E-05       5.948E+06
   428.00    1.040E+12    1.626E+11    2.527E+09    1.205E+12    564.00    9.384E-05       7.131E+06
   426.00    1.075E+12    1.680E+11    2.612E+09    1.246E+12    560.94    9.647E-05       7.333E+06
   424.00    1.110E+12    1.735E+11    2.697E+09    1.286E+12    558.07    9.910E-05       6.593E+06
   422.00    1.150E+12    1.797E+11    2.794E+09    1.333E+12    555.00    1.021E-04       5.550E+06
   420.00    1.199E+12    1.874E+11    2.913E+09    1.389E+12    551.50    1.058E-04       5.568E+06
   418.00    1.250E+12    1.954E+11    3.037E+09    1.448E+12    548.00    1.096E-04       6.142E+06
   416.00    1.298E+12    2.029E+11    3.153E+09    1.504E+12    544.92    1.132E-04       6.346E+06
   414.00    1.346E+12    2.104E+11    3.270E+09    1.560E+12    542.05    1.167E-04       5.837E+06
   412.00    1.400E+12    2.188E+11    3.401E+09    1.622E+12    539.00    1.207E-04       5.223E+06
   410.00    1.463E+12    2.287E+11    3.554E+09    1.695E+12    535.54    1.253E-04       5.144E+06
   408.00    1.530E+12    2.391E+11    3.717E+09    1.773E+12    532.00    1.302E-04       5.443E+06
   406.00    1.596E+12    2.495E+11    3.877E+09    1.849E+12    528.74    1.350E-04       5.516E+06
   404.00    1.664E+12    2.601E+11    4.043E+09    1.928E+12    525.52    1.399E-04       5.172E+06
   402.00    1.740E+12    2.720E+11    4.227E+09    2.016E+12    522.00    1.453E-04       4.772E+06
   400.00    1.827E+12    2.856E+11    4.439E+09    2.117E+12    517.98    1.514E-04       4.670E+06
   398.00    1.920E+12    3.001E+11    4.664E+09    2.225E+12    514.00    1.579E-04       4.826E+06
   396.00    2.013E+12    3.146E+11    4.890E+09    2.333E+12    510.57    1.644E-04       4.799E+06
   394.00    2.110E+12    3.298E+11    5.126E+09    2.445E+12    507.40    1.713E-04       4.436E+06
   392.00    2.220E+12    3.470E+11    5.393E+09    2.572E+12    504.00    1.790E-04       4.124E+06
   390.00    2.346E+12    3.667E+11    5.699E+09    2.718E+12    500.06    1.877E-04       4.121E+06
   388.00    2.480E+12    3.876E+11    6.025E+09    2.874E+12    496.00    1.968E-04       4.340E+06
   386.00    2.614E+12    4.086E+11    6.350E+09    3.029E+12    492.26    2.059E-04       4.216E+06
   384.00    2.758E+12    4.311E+11    6.700E+09    3.196E+12    488.69    2.156E-04       3.680E+06
   382.00    2.930E+12    4.580E+11    7.118E+09    3.395E+12    485.00    2.273E-04       3.217E+06
   380.00    3.138E+12    4.905E+11    7.623E+09    3.636E+12    481.01    2.415E-04       3.235E+06
   378.00    3.360E+12    5.252E+11    8.163E+09    3.893E+12    477.00    2.564E-04       3.517E+06
   376.00    3.579E+12    5.594E+11    8.695E+09    4.147E+12    473.28    2.710E-04       3.408E+06
   374.00    3.818E+12    5.968E+11    9.275E+09    4.424E+12    469.69    2.869E-04       2.940E+06
   372.00    4.110E+12    6.424E+11    9.985E+09    4.762E+12    466.00    3.064E-04       2.506E+06
   370.00    4.476E+12    6.996E+11    1.087E+10    5.186E+12    462.04    3.309E-04       2.411E+06
   368.00    4.890E+12    7.643E+11    1.188E+10    5.666E+12    458.00    3.583E-04       2.498E+06
   366.00    5.327E+12    8.326E+11    1.294E+10    6.173E+12    454.09    3.870E-04       2.390E+06
   364.00    5.823E+12    9.101E+11    1.415E+10    6.747E+12    450.17    4.194E-04       2.127E+06
   362.00    6.430E+12    1.005E+12    1.562E+10    7.451E+12    446.00    4.588E-04       1.896E+06
   360.00    7.181E+12    1.122E+12    1.745E+10    8.321E+12    441.48    5.072E-04       1.847E+06
   358.00    8.040E+12    1.257E+12    1.953E+10    9.316E+12    437.00    5.621E-04       1.893E+06
   356.00    8.973E+12    1.402E+12    2.180E+10    1.040E+13    432.93    6.215E-04       1.855E+06
   354.00    1.003E+13    1.568E+12    2.437E+10    1.162E+13    429.06    6.885E-04       1.725E+06
   352.00    1.130E+13    1.766E+12    2.745E+10    1.309E+13    425.00    7.683E-04       1.643E+06
   350.00    1.281E+13    2.002E+12    3.112E+10    1.484E+13    420.53    8.618E-04       1.670E+06
   348.00    1.450E+13    2.266E+12    3.523E+10    1.680E+13    416.00    9.650E-04       1.798E+06
   346.00    1.628E+13    2.545E+12    3.955E+10    1.886E+13    411.74    1.072E-03       1.889E+06
   344.00    1.819E+13    2.843E+12    4.419E+10    2.108E+13    407.52    1.186E-03       1.930E+06
   342.00    2.030E+13    3.173E+12    4.932E+10    2.352E+13    403.00    1.309E-03       1.992E+06
   340.00    2.262E+13    3.536E+12    5.495E+10    2.621E+13    397.98    1.440E-03       2.298E+06
   338.00    2.490E+13    3.892E+12    6.049E+10    2.885E+13    393.00    1.566E-03       2.868E+06
   336.00    2.694E+13    4.211E+12    6.545E+10    3.122E+13    388.57    1.675E-03       3.246E+06
   334.00    2.891E+13    4.519E+12    7.023E+10    3.350E+13    384.40    1.778E-03       3.153E+06
   332.00    3.110E+13    4.861E+12    7.555E+10    3.604E+13    380.00    1.891E-03       2.877E+06
   330.00    3.370E+13    5.267E+12    8.187E+10    3.905E+13    375.06    2.022E-03       2.921E+06
   328.00    3.650E+13    5.705E+12    8.867E+10    4.229E+13    370.00    2.161E-03       3.180E+06
   326.00    3.930E+13    6.143E+12    9.548E+10    4.554E+13    365.25    2.296E-03       3.248E+06
   324.00    4.225E+13    6.604E+12    1.026E+11    4.896E+13    360.67    2.438E-03       3.062E+06
