 # Alt [km]  H2 [cm^-2]   He [cm^-2]  CH4 [cm^-2]   H [cm^-2]   Tot [cm^-2]
   970.00    1.131E+17    6.341E+13    8.708E-02    1.005E+16    1.232E+17
   968.00    1.141E+17    6.453E+13    9.358E-02    1.010E+16    1.243E+17
   966.00    1.161E+17    6.682E+13    1.075E-01    1.019E+16    1.264E+17
   964.00    1.171E+17    6.800E+13    1.154E-01    1.024E+16    1.274E+17
   962.00    1.192E+17    7.041E+13    1.326E-01    1.034E+16    1.296E+17
   960.00    1.202E+17    7.166E+13    1.424E-01    1.039E+16    1.307E+17
   958.00    1.223E+17    7.421E+13    1.639E-01    1.048E+16    1.329E+17
   956.00    1.234E+17    7.553E+13    1.760E-01    1.053E+16    1.340E+17
   954.00    1.256E+17    7.822E+13    2.020E-01    1.063E+16    1.363E+17
   952.00    1.267E+17    7.961E+13    2.168E-01    1.068E+16    1.375E+17
   950.00    1.289E+17    8.246E+13    2.494E-01    1.078E+16    1.398E+17
   948.00    1.301E+17    8.393E+13    2.681E-01    1.083E+16    1.410E+17
   946.00    1.324E+17    8.692E+13    3.082E-01    1.093E+16    1.434E+17
   944.00    1.335E+17    8.846E+13    3.309E-01    1.099E+16    1.446E+17
   942.00    1.359E+17    9.160E+13    3.801E-01    1.109E+16    1.471E+17
   940.00    1.371E+17    9.323E+13    4.084E-01    1.114E+16    1.483E+17
   938.00    1.395E+17    9.656E+13    4.699E-01    1.125E+16    1.508E+17
   936.00    1.407E+17    9.828E+13    5.047E-01    1.130E+16    1.521E+17
   934.00    1.432E+17    1.018E+14    5.799E-01    1.141E+16    1.547E+17
   932.00    1.445E+17    1.036E+14    6.227E-01    1.146E+16    1.560E+17
   930.00    1.470E+17    1.073E+14    7.166E-01    1.157E+16    1.587E+17
   928.00    1.483E+17    1.092E+14    7.703E-01    1.162E+16    1.601E+17
   926.00    1.510E+17    1.131E+14    8.860E-01    1.173E+16    1.628E+17
   924.00    1.523E+17    1.152E+14    9.513E-01    1.179E+16    1.642E+17
   922.00    1.550E+17    1.193E+14    1.093E+00    1.190E+16    1.670E+17
   920.00    1.564E+17    1.214E+14    1.175E+00    1.196E+16    1.685E+17
   918.00    1.592E+17    1.258E+14    1.354E+00    1.207E+16    1.714E+17
   916.00    1.606E+17    1.281E+14    1.454E+00    1.213E+16    1.728E+17
   914.00    1.634E+17    1.327E+14    1.671E+00    1.225E+16    1.758E+17
   912.00    1.649E+17    1.350E+14    1.795E+00    1.230E+16    1.773E+17
   910.00    1.678E+17    1.399E+14    2.067E+00    1.242E+16    1.804E+17
   908.00    1.693E+17    1.424E+14    2.223E+00    1.248E+16    1.819E+17
   906.00    1.723E+17    1.475E+14    2.559E+00    1.260E+16    1.851E+17
   904.00    1.739E+17    1.502E+14    2.748E+00    1.266E+16    1.867E+17
   902.00    1.770E+17    1.556E+14    3.161E+00    1.278E+16    1.899E+17
   900.00    1.785E+17    1.584E+14    3.399E+00    1.284E+16    1.915E+17
   898.00    1.817E+17    1.641E+14    3.916E+00    1.297E+16    1.949E+17
   896.00    1.833E+17    1.671E+14    4.209E+00    1.303E+16    1.965E+17
   894.00    1.866E+17    1.731E+14    4.841E+00    1.315E+16    1.999E+17
   892.00    1.883E+17    1.762E+14    5.203E+00    1.322E+16    2.017E+17
   890.00    1.917E+17    1.826E+14    5.996E+00    1.334E+16    2.052E+17
   888.00    1.934E+17    1.859E+14    6.451E+00    1.341E+16    2.070E+17
   886.00    1.968E+17    1.926E+14    7.431E+00    1.354E+16    2.106E+17
   884.00    1.986E+17    1.961E+14    7.984E+00    1.360E+16    2.124E+17
   882.00    2.022E+17    2.032E+14    9.190E+00    1.373E+16    2.161E+17
   880.00    2.040E+17    2.068E+14    9.886E+00    1.380E+16    2.180E+17
   878.00    2.076E+17    2.144E+14    1.140E+01    1.393E+16    2.218E+17
   876.00    2.095E+17    2.182E+14    1.226E+01    1.400E+16    2.237E+17
   874.00    2.133E+17    2.262E+14    1.412E+01    1.413E+16    2.276E+17
   872.00    2.152E+17    2.303E+14    1.517E+01    1.420E+16    2.296E+17
   870.00    2.191E+17    2.386E+14    1.750E+01    1.434E+16    2.337E+17
   868.00    2.211E+17    2.430E+14    1.883E+01    1.441E+16    2.357E+17
   866.00    2.250E+17    2.518E+14    2.171E+01    1.455E+16    2.398E+17
   864.00    2.271E+17    2.564E+14    2.334E+01    1.462E+16    2.419E+17
   862.00    2.312E+17    2.657E+14    2.690E+01    1.476E+16    2.462E+17
   860.00    2.332E+17    2.706E+14    2.895E+01    1.483E+16    2.484E+17
   858.00    2.375E+17    2.805E+14    3.341E+01    1.498E+16    2.527E+17
   856.00    2.396E+17    2.856E+14    3.594E+01    1.505E+16    2.550E+17
   854.00    2.440E+17    2.961E+14    4.140E+01    1.520E+16    2.595E+17
   852.00    2.462E+17    3.015E+14    4.453E+01    1.527E+16    2.618E+17
   850.00    2.507E+17    3.125E+14    5.140E+01    1.542E+16    2.664E+17
   848.00    2.530E+17    3.183E+14    5.535E+01    1.550E+16    2.688E+17
   846.00    2.576E+17    3.300E+14    6.386E+01    1.565E+16    2.736E+17
   844.00    2.599E+17    3.360E+14    6.869E+01    1.573E+16    2.760E+17
   842.00    2.647E+17    3.483E+14    7.922E+01    1.588E+16    2.809E+17
   840.00    2.671E+17    3.547E+14    8.531E+01    1.596E+16    2.834E+17
   838.00    2.719E+17    3.678E+14    9.859E+01    1.612E+16    2.884E+17
   836.00    2.744E+17    3.745E+14    1.061E+02    1.619E+16    2.910E+17
   834.00    2.794E+17    3.883E+14    1.224E+02    1.635E+16    2.962E+17
   832.00    2.820E+17    3.955E+14    1.317E+02    1.643E+16    2.988E+17
   830.00    2.871E+17    4.101E+14    1.522E+02    1.660E+16    3.042E+17
   828.00    2.898E+17    4.177E+14    1.640E+02    1.668E+16    3.069E+17
   826.00    2.951E+17    4.332E+14    1.894E+02    1.684E+16    3.124E+17
   824.00    2.978E+17    4.412E+14    2.038E+02    1.693E+16    3.152E+17
   822.00    3.032E+17    4.575E+14    2.353E+02    1.709E+16    3.208E+17
   820.00    3.060E+17    4.659E+14    2.535E+02    1.718E+16    3.237E+17
   818.00    3.117E+17    4.833E+14    2.932E+02    1.735E+16    3.295E+17
   816.00    3.146E+17    4.922E+14    3.158E+02    1.744E+16    3.325E+17
   814.00    3.204E+17    5.105E+14    3.647E+02    1.761E+16    3.385E+17
   812.00    3.233E+17    5.200E+14    3.928E+02    1.770E+16    3.415E+17
   810.00    3.293E+17    5.393E+14    4.544E+02    1.787E+16    3.477E+17
   808.00    3.324E+17    5.494E+14    4.898E+02    1.796E+16    3.509E+17
   806.00    3.385E+17    5.699E+14    5.663E+02    1.814E+16    3.572E+17
   804.00    3.417E+17    5.805E+14    6.098E+02    1.823E+16    3.605E+17
   802.00    3.480E+17    6.022E+14    7.047E+02    1.842E+16    3.670E+17
   800.00    3.512E+17    6.134E+14    7.598E+02    1.851E+16    3.704E+17
   798.00    3.578E+17    6.364E+14    8.801E+02    1.869E+16    3.771E+17
   796.00    3.611E+17    6.484E+14    9.484E+02    1.879E+16    3.805E+17
   794.00    3.678E+17    6.727E+14    1.096E+03    1.898E+16    3.875E+17
   792.00    3.712E+17    6.852E+14    1.181E+03    1.907E+16    3.910E+17
   790.00    3.782E+17    7.110E+14    1.368E+03    1.926E+16    3.981E+17
   788.00    3.817E+17    7.244E+14    1.476E+03    1.936E+16    4.018E+17
   786.00    3.888E+17    7.518E+14    1.709E+03    1.956E+16    4.091E+17
   784.00    3.925E+17    7.660E+14    1.841E+03    1.965E+16    4.129E+17
   782.00    3.998E+17    7.950E+14    2.131E+03    1.985E+16    4.204E+17
   780.00    4.035E+17    8.100E+14    2.300E+03    1.995E+16    4.243E+17
   778.00    4.111E+17    8.406E+14    2.667E+03    2.016E+16    4.321E+17
   776.00    4.150E+17    8.564E+14    2.875E+03    2.026E+16    4.361E+17
   774.00    4.228E+17    8.887E+14    3.327E+03    2.046E+16    4.441E+17
   772.00    4.268E+17    9.055E+14    3.587E+03    2.057E+16    4.482E+17
   770.00    4.348E+17    9.399E+14    4.160E+03    2.078E+16    4.565E+17
   768.00    4.389E+17    9.578E+14    4.490E+03    2.088E+16    4.607E+17
   766.00    4.472E+17    9.943E+14    5.205E+03    2.110E+16    4.693E+17
   764.00    4.514E+17    1.013E+15    5.612E+03    2.120E+16    4.736E+17
   762.00    4.599E+17    1.052E+15    6.502E+03    2.142E+16    4.824E+17
   760.00    4.643E+17    1.072E+15    7.019E+03    2.153E+16    4.869E+17
   758.00    4.731E+17    1.113E+15    8.151E+03    2.175E+16    4.960E+17
   756.00    4.776E+17    1.134E+15    8.795E+03    2.186E+16    5.006E+17
   754.00    4.867E+17    1.178E+15    1.019E+04    2.209E+16    5.100E+17
   752.00    4.913E+17    1.200E+15    1.100E+04    2.220E+16    5.147E+17
   750.00    5.007E+17    1.246E+15    1.278E+04    2.243E+16    5.244E+17
   748.00    5.055E+17    1.270E+15    1.380E+04    2.254E+16    5.293E+17
   746.00    5.152E+17    1.319E+15    1.602E+04    2.278E+16    5.392E+17
   744.00    5.201E+17    1.344E+15    1.728E+04    2.289E+16    5.443E+17
   742.00    5.300E+17    1.396E+15    2.005E+04    2.313E+16    5.546E+17
   740.00    5.351E+17    1.423E+15    2.166E+04    2.325E+16    5.598E+17
   738.00    5.454E+17    1.478E+15    2.520E+04    2.349E+16    5.704E+17
   736.00    5.506E+17    1.507E+15    2.722E+04    2.361E+16    5.757E+17
   734.00    5.612E+17    1.565E+15    3.161E+04    2.386E+16    5.866E+17
   732.00    5.666E+17    1.595E+15    3.414E+04    2.398E+16    5.922E+17
   730.00    5.776E+17    1.658E+15    3.972E+04    2.423E+16    6.035E+17
   728.00    5.832E+17    1.690E+15    4.294E+04    2.436E+16    6.092E+17
   726.00    5.945E+17    1.756E+15    4.993E+04    2.461E+16    6.208E+17
   724.00    6.002E+17    1.790E+15    5.393E+04    2.474E+16    6.267E+17
   722.00    6.119E+17    1.859E+15    6.270E+04    2.500E+16    6.387E+17
   720.00    6.178E+17    1.896E+15    6.781E+04    2.513E+16    6.448E+17
   718.00    6.299E+17    1.970E+15    7.903E+04    2.539E+16    6.572E+17
   716.00    6.360E+17    2.009E+15    8.544E+04    2.552E+16    6.635E+17
   714.00    6.484E+17    2.088E+15    9.938E+04    2.579E+16    6.763E+17
   712.00    6.547E+17    2.128E+15    1.074E+05    2.592E+16    6.828E+17
   710.00    6.676E+17    2.212E+15    1.252E+05    2.620E+16    6.960E+17
   708.00    6.741E+17    2.256E+15    1.355E+05    2.633E+16    7.027E+17
   706.00    6.874E+17    2.345E+15    1.579E+05    2.661E+16    7.163E+17
   704.00    6.941E+17    2.391E+15    1.708E+05    2.675E+16    7.232E+17
   702.00    7.077E+17    2.486E+15    1.990E+05    2.703E+16    7.373E+17
   700.00    7.147E+17    2.535E+15    2.154E+05    2.717E+16    7.444E+17
   698.00    7.289E+17    2.636E+15    2.513E+05    2.746E+16    7.590E+17
   696.00    7.361E+17    2.688E+15    2.719E+05    2.760E+16    7.664E+17
   694.00    7.506E+17    2.795E+15    3.169E+05    2.790E+16    7.813E+17
   692.00    7.581E+17    2.851E+15    3.429E+05    2.804E+16    7.890E+17
   690.00    7.732E+17    2.965E+15    4.005E+05    2.834E+16    8.045E+17
   688.00    7.809E+17    3.024E+15    4.339E+05    2.849E+16    8.124E+17
   686.00    7.965E+17    3.145E+15    5.065E+05    2.879E+16    8.284E+17
   684.00    8.044E+17    3.208E+15    5.482E+05    2.894E+16    8.366E+17
   682.00    8.205E+17    3.337E+15    6.397E+05    2.925E+16    8.531E+17
   680.00    8.287E+17    3.404E+15    6.933E+05    2.941E+16    8.615E+17
   678.00    8.454E+17    3.542E+15    8.110E+05    2.972E+16    8.786E+17
   676.00    8.539E+17    3.613E+15    8.785E+05    2.988E+16    8.874E+17
   674.00    8.711E+17    3.759E+15    1.026E+06    3.020E+16    9.050E+17
   672.00    8.798E+17    3.835E+15    1.111E+06    3.036E+16    9.140E+17
   670.00    8.976E+17    3.991E+15    1.300E+06    3.068E+16    9.323E+17
   668.00    9.068E+17    4.072E+15    1.411E+06    3.084E+16    9.417E+17
   666.00    9.252E+17    4.239E+15    1.651E+06    3.117E+16    9.606E+17
   664.00    9.346E+17    4.325E+15    1.789E+06    3.134E+16    9.702E+17
   662.00    9.536E+17    4.501E+15    2.093E+06    3.168E+16    9.898E+17
   660.00    9.634E+17    4.593E+15    2.272E+06    3.185E+16    9.998E+17
   658.00    9.831E+17    4.782E+15    2.665E+06    3.219E+16    1.020E+18
   656.00    9.932E+17    4.881E+15    2.890E+06    3.236E+16    1.030E+18
   654.00    1.014E+18    5.082E+15    3.382E+06    3.271E+16    1.051E+18
   652.00    1.024E+18    5.186E+15    3.668E+06    3.288E+16    1.062E+18
   650.00    1.045E+18    5.401E+15    4.305E+06    3.324E+16    1.084E+18
   648.00    1.056E+18    5.513E+15    4.676E+06    3.341E+16    1.095E+18
   646.00    1.078E+18    5.742E+15    5.485E+06    3.377E+16    1.117E+18
   644.00    1.089E+18    5.861E+15    5.950E+06    3.396E+16    1.129E+18
   642.00    1.111E+18    6.105E+15    6.976E+06    3.432E+16    1.152E+18
   640.00    1.123E+18    6.232E+15    7.580E+06    3.451E+16    1.164E+18
   638.00    1.147E+18    6.494E+15    8.912E+06    3.488E+16    1.188E+18
   636.00    1.159E+18    6.630E+15    9.679E+06    3.507E+16    1.200E+18
   634.00    1.183E+18    6.908E+15    1.136E+07    3.544E+16    1.225E+18
   632.00    1.195E+18    7.053E+15    1.234E+07    3.564E+16    1.238E+18
   630.00    1.220E+18    7.351E+15    1.452E+07    3.602E+16    1.264E+18
   628.00    1.233E+18    7.507E+15    1.579E+07    3.621E+16    1.277E+18
   626.00    1.259E+18    7.826E+15    1.857E+07    3.661E+16    1.304E+18
   624.00    1.273E+18    7.991E+15    2.017E+07    3.680E+16    1.318E+18
   622.00    1.300E+18    8.329E+15    2.371E+07    3.720E+16    1.345E+18
   620.00    1.314E+18    8.507E+15    2.581E+07    3.740E+16    1.360E+18
   618.00    1.342E+18    8.873E+15    3.046E+07    3.781E+16    1.388E+18
   616.00    1.356E+18    9.064E+15    3.314E+07    3.801E+16    1.403E+18
   614.00    1.385E+18    9.454E+15    3.902E+07    3.842E+16    1.433E+18
   612.00    1.400E+18    9.657E+15    4.245E+07    3.863E+16    1.449E+18
   610.00    1.431E+18    1.008E+16    5.009E+07    3.905E+16    1.480E+18
   608.00    1.446E+18    1.029E+16    5.458E+07    3.926E+16    1.496E+18
   606.00    1.477E+18    1.074E+16    6.439E+07    3.968E+16    1.528E+18
   604.00    1.493E+18    1.097E+16    7.008E+07    3.990E+16    1.544E+18
   602.00    1.526E+18    1.145E+16    8.269E+07    4.033E+16    1.577E+18
   600.00    1.542E+18    1.170E+16    9.016E+07    4.054E+16    1.595E+18
   598.00    1.576E+18    1.222E+16    1.067E+08    4.098E+16    1.629E+18
   596.00    1.593E+18    1.248E+16    1.162E+08    4.120E+16    1.647E+18
   594.00    1.628E+18    1.303E+16    1.373E+08    4.165E+16    1.683E+18
   592.00    1.646E+18    1.332E+16    1.496E+08    4.187E+16    1.701E+18
   590.00    1.683E+18    1.391E+16    1.773E+08    4.233E+16    1.739E+18
   588.00    1.701E+18    1.422E+16    1.936E+08    4.256E+16    1.758E+18
   586.00    1.739E+18    1.485E+16    2.292E+08    4.301E+16    1.797E+18
   584.00    1.759E+18    1.518E+16    2.498E+08    4.325E+16    1.817E+18
   582.00    1.798E+18    1.586E+16    2.957E+08    4.371E+16    1.858E+18
   580.00    1.818E+18    1.621E+16    3.231E+08    4.395E+16    1.879E+18
   578.00    1.859E+18    1.694E+16    3.840E+08    4.442E+16    1.921E+18
   576.00    1.880E+18    1.732E+16    4.193E+08    4.466E+16    1.942E+18
   574.00    1.923E+18    1.811E+16    4.969E+08    4.514E+16    1.986E+18
   572.00    1.945E+18    1.851E+16    5.426E+08    4.538E+16    2.009E+18
   570.00    1.989E+18    1.936E+16    6.453E+08    4.587E+16    2.054E+18
   568.00    2.012E+18    1.980E+16    7.061E+08    4.611E+16    2.078E+18
   566.00    2.058E+18    2.071E+16    8.394E+08    4.661E+16    2.125E+18
   564.00    2.082E+18    2.118E+16    9.171E+08    4.686E+16    2.150E+18
   562.00    2.130E+18    2.216E+16    1.090E+09    4.736E+16    2.199E+18
   560.00    2.154E+18    2.267E+16    1.194E+09    4.761E+16    2.225E+18
   558.00    2.204E+18    2.372E+16    1.425E+09    4.812E+16    2.276E+18
   556.00    2.230E+18    2.427E+16    1.559E+09    4.837E+16    2.303E+18
   554.00    2.282E+18    2.541E+16    1.856E+09    4.889E+16    2.357E+18
   552.00    2.309E+18    2.600E+16    2.032E+09    4.915E+16    2.384E+18
   550.00    2.364E+18    2.722E+16    2.429E+09    4.967E+16    2.441E+18
   548.00    2.392E+18    2.786E+16    2.665E+09    4.993E+16    2.470E+18
   546.00    2.449E+18    2.918E+16    3.183E+09    5.046E+16    2.528E+18
   544.00    2.478E+18    2.987E+16    3.486E+09    5.073E+16    2.558E+18
   542.00    2.537E+18    3.129E+16    4.163E+09    5.126E+16    2.620E+18
   540.00    2.568E+18    3.204E+16    4.571E+09    5.153E+16    2.651E+18
   538.00    2.630E+18    3.358E+16    5.480E+09    5.207E+16    2.715E+18
   536.00    2.662E+18    3.439E+16    6.013E+09    5.235E+16    2.748E+18
   534.00    2.726E+18    3.605E+16    7.191E+09    5.289E+16    2.815E+18
   532.00    2.760E+18    3.692E+16    7.893E+09    5.317E+16    2.850E+18
   530.00    2.828E+18    3.872E+16    9.482E+09    5.372E+16    2.920E+18
   528.00    2.863E+18    3.967E+16    1.043E+10    5.400E+16    2.956E+18
   526.00    2.934E+18    4.162E+16    1.252E+10    5.456E+16    3.030E+18
   524.00    2.970E+18    4.264E+16    1.374E+10    5.485E+16    3.068E+18
   522.00    3.044E+18    4.474E+16    1.650E+10    5.541E+16    3.145E+18
   520.00    3.083E+18    4.586E+16    1.817E+10    5.570E+16    3.184E+18
   518.00    3.160E+18    4.815E+16    2.193E+10    5.627E+16    3.265E+18
   516.00    3.200E+18    4.935E+16    2.413E+10    5.655E+16    3.306E+18
   514.00    3.282E+18    5.183E+16    2.903E+10    5.713E+16    3.391E+18
   512.00    3.324E+18    5.314E+16    3.196E+10    5.743E+16    3.434E+18
   510.00    3.409E+18    5.584E+16    3.863E+10    5.801E+16    3.523E+18
   508.00    3.453E+18    5.727E+16    4.264E+10    5.830E+16    3.569E+18
   506.00    3.543E+18    6.021E+16    5.152E+10    5.889E+16    3.662E+18
   504.00    3.589E+18    6.175E+16    5.677E+10    5.919E+16    3.710E+18
   502.00    3.683E+18    6.493E+16    6.860E+10    5.978E+16    3.808E+18
   500.00    3.732E+18    6.661E+16    7.581E+10    6.008E+16    3.858E+18
   498.00    3.831E+18    7.009E+16    9.202E+10    6.068E+16    3.961E+18
   496.00    3.882E+18    7.192E+16    1.016E+11    6.098E+16    4.015E+18
   494.00    3.986E+18    7.571E+16    1.230E+11    6.158E+16    4.123E+18
   492.00    4.039E+18    7.771E+16    1.360E+11    6.188E+16    4.179E+18
   490.00    4.149E+18    8.186E+16    1.655E+11    6.249E+16    4.293E+18
   488.00    4.205E+18    8.406E+16    1.834E+11    6.280E+16    4.352E+18
   486.00    4.321E+18    8.858E+16    2.231E+11    6.341E+16    4.473E+18
   484.00    4.380E+18    9.096E+16    2.467E+11    6.372E+16    4.535E+18
   482.00    4.501E+18    9.590E+16    3.003E+11    6.433E+16    4.662E+18
   480.00    4.564E+18    9.852E+16    3.332E+11    6.464E+16    4.727E+18
   478.00    4.693E+18    1.040E+17    4.076E+11    6.525E+16    4.862E+18
   476.00    4.759E+18    1.069E+17    4.520E+11    6.556E+16    4.931E+18
   474.00    4.894E+18    1.128E+17    5.515E+11    6.618E+16    5.073E+18
   472.00    4.964E+18    1.159E+17    6.120E+11    6.649E+16    5.147E+18
   470.00    5.107E+18    1.225E+17    7.510E+11    6.711E+16    5.297E+18
   468.00    5.182E+18    1.260E+17    8.358E+11    6.742E+16    5.375E+18
   466.00    5.333E+18    1.332E+17    1.025E+12    6.804E+16    5.534E+18
   464.00    5.411E+18    1.370E+17    1.139E+12    6.835E+16    5.617E+18
   462.00    5.572E+18    1.449E+17    1.399E+12    6.897E+16    5.786E+18
   460.00    5.655E+18    1.491E+17    1.560E+12    6.928E+16    5.874E+18
   458.00    5.826E+18    1.579E+17    1.925E+12    6.990E+16    6.054E+18
   456.00    5.914E+18    1.625E+17    2.146E+12    7.022E+16    6.147E+18
   454.00    6.095E+18    1.722E+17    2.643E+12    7.084E+16    6.338E+18
   452.00    6.189E+18    1.773E+17    2.949E+12    7.114E+16    6.437E+18
   450.00    6.381E+18    1.880E+17    3.656E+12    7.176E+16    6.641E+18
   448.00    6.481E+18    1.937E+17    4.090E+12    7.207E+16    6.747E+18
   446.00    6.686E+18    2.056E+17    5.065E+12    7.269E+16    6.965E+18
   444.00    6.793E+18    2.119E+17    5.656E+12    7.299E+16    7.078E+18
   442.00    7.011E+18    2.250E+17    7.017E+12    7.361E+16    7.310E+18
   440.00    7.125E+18    2.320E+17    7.872E+12    7.391E+16    7.431E+18
   438.00    7.359E+18    2.467E+17    9.828E+12    7.452E+16    7.680E+18
   436.00    7.481E+18    2.546E+17    1.101E+13    7.482E+16    7.810E+18
   434.00    7.730E+18    2.709E+17    1.370E+13    7.542E+16    8.076E+18
   432.00    7.860E+18    2.796E+17    1.537E+13    7.572E+16    8.216E+18
   430.00    8.129E+18    2.979E+17    1.928E+13    7.631E+16    8.504E+18
   428.00    8.271E+18    3.078E+17    2.173E+13    7.660E+16    8.655E+18
   426.00    8.560E+18    3.283E+17    2.724E+13    7.719E+16    8.965E+18
   424.00    8.710E+18    3.393E+17    3.062E+13    7.748E+16    9.127E+18
   422.00    9.019E+18    3.624E+17    3.849E+13    7.805E+16    9.460E+18
   420.00    9.183E+18    3.748E+17    4.350E+13    7.833E+16    9.636E+18
   418.00    9.519E+18    4.010E+17    5.507E+13    7.889E+16    9.999E+18
   416.00    9.696E+18    4.151E+17    6.215E+13    7.916E+16    1.019E+19
   414.00    1.006E+19    4.446E+17    7.838E+13    7.971E+16    1.058E+19
   412.00    1.025E+19    4.605E+17    8.865E+13    7.997E+16    1.079E+19
   410.00    1.064E+19    4.940E+17    1.130E+14    8.050E+16    1.122E+19
   408.00    1.085E+19    5.122E+17    1.284E+14    8.076E+16    1.144E+19
   406.00    1.128E+19    5.503E+17    1.634E+14    8.126E+16    1.191E+19
   404.00    1.151E+19    5.710E+17    1.852E+14    8.151E+16    1.216E+19
   402.00    1.198E+19    6.146E+17    2.365E+14    8.199E+16    1.267E+19
   400.00    1.223E+19    6.385E+17    2.697E+14    8.223E+16    1.295E+19
   398.00    1.274E+19    6.890E+17    3.472E+14    8.269E+16    1.352E+19
   396.00    1.302E+19    7.164E+17    3.954E+14    8.291E+16    1.382E+19
   394.00    1.359E+19    7.742E+17    5.073E+14    8.334E+16    1.445E+19
   392.00    1.389E+19    8.060E+17    5.794E+14    8.355E+16    1.478E+19
   390.00    1.452E+19    8.739E+17    7.526E+14    8.395E+16    1.548E+19
   388.00    1.486E+19    9.115E+17    8.642E+14    8.414E+16    1.586E+19
   386.00    1.557E+19    9.909E+17    1.122E+15    8.451E+16    1.665E+19
   384.00    1.595E+19    1.035E+18    1.286E+15    8.468E+16    1.707E+19
   382.00    1.674E+19    1.128E+18    1.677E+15    8.502E+16    1.796E+19
   380.00    1.717E+19    1.181E+18    1.937E+15    8.517E+16    1.844E+19
   378.00    1.808E+19    1.294E+18    2.552E+15    8.547E+16    1.947E+19
   376.00    1.858E+19    1.357E+18    2.945E+15    8.561E+16    2.002E+19
   374.00    1.961E+19    1.492E+18    3.873E+15    8.587E+16    2.119E+19
   372.00    2.018E+19    1.568E+18    4.486E+15    8.599E+16    2.184E+19
   370.00    2.140E+19    1.736E+18    5.978E+15    8.622E+16    2.322E+19
   368.00    2.207E+19    1.832E+18    6.978E+15    8.632E+16    2.400E+19
   366.00    2.352E+19    2.043E+18    9.381E+15    8.651E+16    2.566E+19
   364.00    2.433E+19    2.164E+18    1.096E+16    8.659E+16    2.660E+19
   362.00    2.609E+19    2.432E+18    1.471E+16    8.675E+16    2.862E+19
   360.00    2.710E+19    2.589E+18    1.711E+16    8.682E+16    2.979E+19
   358.00    2.930E+19    2.935E+18    2.251E+16    8.695E+16    3.234E+19
   356.00    3.056E+19    3.133E+18    2.563E+16    8.700E+16    3.380E+19
   354.00    3.330E+19    3.561E+18    3.234E+16    8.711E+16    3.698E+19
   352.00    3.489E+19    3.809E+18    3.618E+16    8.715E+16    3.883E+19
   350.00    3.841E+19    4.357E+18    4.469E+16    8.723E+16    4.290E+19
   348.00    4.046E+19    4.676E+18    4.964E+16    8.726E+16    4.527E+19
   346.00    4.492E+19    5.370E+18    6.045E+16    8.732E+16    5.043E+19
   344.00    4.747E+19    5.768E+18    6.663E+16    8.735E+16    5.339E+19
   342.00    5.302E+19    6.632E+18    8.009E+16    8.739E+16    5.982E+19
   340.00    5.619E+19    7.126E+18    8.778E+16    8.741E+16    6.349E+19
   338.00    6.298E+19    8.185E+18    1.043E+17    8.744E+16    7.136E+19
   336.00    6.671E+19    8.766E+18    1.133E+17    8.745E+16    7.568E+19
   334.00    7.455E+19    9.988E+18    1.323E+17    8.747E+16    8.476E+19
   332.00    7.885E+19    1.066E+19    1.427E+17    8.748E+16    8.973E+19
   330.00    8.801E+19    1.209E+19    1.649E+17    8.749E+16    1.003E+20
   328.00    9.306E+19    1.288E+19    1.772E+17    8.749E+16    1.062E+20
   326.00    1.037E+20    1.454E+19    2.032E+17    8.750E+16    1.186E+20
   324.00    1.096E+20    1.545E+19    2.174E+17    8.750E+16    1.253E+20
   322.00    1.219E+20    1.738E+19    2.475E+17    8.751E+16    1.397E+20
   320.00    1.288E+20    1.845E+19    2.642E+17    8.751E+16    1.476E+20
   318.00    1.434E+20    2.072E+19    2.995E+17    8.751E+16    1.645E+20
   316.00    1.513E+20    2.196E+19    3.189E+17    8.751E+16    1.737E+20
   314.00    1.681E+20    2.457E+19    3.599E+17    8.752E+16    1.932E+20
   312.00    1.774E+20    2.601E+19    3.824E+17    8.752E+16    2.039E+20
   310.00    1.971E+20    2.909E+19    4.304E+17    8.752E+16    2.268E+20
   308.00    2.080E+20    3.080E+19    4.568E+17    8.752E+16    2.394E+20
   306.00    2.310E+20    3.439E+19    5.126E+17    8.752E+16    2.660E+20
   304.00    2.435E+20    3.635E+19    5.432E+17    8.752E+16    2.805E+20
   302.00    2.702E+20    4.050E+19    6.081E+17    8.752E+16    3.114E+20
   300.00    2.851E+20    4.280E+19    6.440E+17    8.752E+16    3.286E+20
   298.00    3.166E+20    4.769E+19    7.204E+17    8.752E+16    3.651E+20
   296.00    3.338E+20    5.037E+19    7.621E+17    8.752E+16    3.850E+20
   294.00    3.700E+20    5.603E+19    8.501E+17    8.752E+16    4.270E+20
   292.00    3.899E+20    5.914E+19    8.985E+17    8.752E+16    4.500E+20
   290.00    4.325E+20    6.578E+19    1.002E+18    8.752E+16    4.994E+20
   288.00    4.561E+20    6.945E+19    1.059E+18    8.752E+16    5.267E+20
   286.00    5.058E+20    7.719E+19    1.179E+18    8.752E+16    5.842E+20
   284.00    5.329E+20    8.141E+19    1.245E+18    8.752E+16    6.156E+20
   282.00    5.904E+20    9.037E+19    1.385E+18    8.752E+16    6.823E+20
   280.00    6.223E+20    9.533E+19    1.462E+18    8.752E+16    7.192E+20
   278.00    6.900E+20    1.059E+20    1.626E+18    8.752E+16    7.976E+20
   276.00    7.270E+20    1.116E+20    1.716E+18    8.752E+16    8.404E+20
