 # Alt [km]  H2 [cm^-2]   He [cm^-2]  CH4 [cm^-2]   Tot [cm^-2]  Scale height [km]
   974.00    1.102E+17    1.723E+16    2.677E+14    1.376E+17     1.577E+07
   972.00    1.112E+17    1.738E+16    2.701E+14    1.388E+17     1.444E+07
   970.00    1.131E+17    1.768E+16    2.748E+14    1.411E+17     1.423E+07
   968.00    1.141E+17    1.784E+16    2.772E+14    1.423E+17     1.548E+07
   966.00    1.161E+17    1.815E+16    2.821E+14    1.447E+17     1.593E+07
   964.00    1.171E+17    1.831E+16    2.846E+14    1.460E+17     1.508E+07
   962.00    1.192E+17    1.863E+16    2.895E+14    1.484E+17     1.394E+07
   960.00    1.202E+17    1.879E+16    2.921E+14    1.497E+17     1.403E+07
   958.00    1.223E+17    1.912E+16    2.972E+14    1.523E+17     1.572E+07
   956.00    1.234E+17    1.929E+16    2.998E+14    1.535E+17     1.644E+07
   954.00    1.256E+17    1.963E+16    3.051E+14    1.562E+17     1.577E+07
   952.00    1.267E+17    1.980E+16    3.078E+14    1.575E+17     1.438E+07
   950.00    1.289E+17    2.015E+16    3.132E+14    1.602E+17     1.434E+07
   948.00    1.301E+17    2.033E+16    3.160E+14    1.615E+17     1.544E+07
   946.00    1.324E+17    2.069E+16    3.216E+14    1.643E+17     1.600E+07
   944.00    1.335E+17    2.087E+16    3.244E+14    1.657E+17     1.529E+07
   942.00    1.359E+17    2.124E+16    3.301E+14    1.685E+17     1.408E+07
   940.00    1.371E+17    2.143E+16    3.330E+14    1.700E+17     1.429E+07
   938.00    1.395E+17    2.180E+16    3.389E+14    1.729E+17     1.558E+07
   936.00    1.407E+17    2.200E+16    3.419E+14    1.744E+17     1.623E+07
   934.00    1.432E+17    2.239E+16    3.479E+14    1.774E+17     1.547E+07
   932.00    1.445E+17    2.258E+16    3.510E+14    1.789E+17     1.420E+07
   930.00    1.470E+17    2.298E+16    3.572E+14    1.820E+17     1.400E+07
   928.00    1.483E+17    2.319E+16    3.604E+14    1.835E+17     1.503E+07
   926.00    1.510E+17    2.360E+16    3.668E+14    1.867E+17     1.550E+07
   924.00    1.523E+17    2.381E+16    3.700E+14    1.883E+17     1.499E+07
   922.00    1.550E+17    2.423E+16    3.766E+14    1.915E+17     1.400E+07
   920.00    1.564E+17    2.444E+16    3.799E+14    1.932E+17     1.422E+07
   918.00    1.592E+17    2.488E+16    3.867E+14    1.965E+17     1.532E+07
   916.00    1.606E+17    2.510E+16    3.901E+14    1.982E+17     1.664E+07
   914.00    1.634E+17    2.555E+16    3.971E+14    2.016E+17     1.699E+07
   912.00    1.649E+17    2.577E+16    4.006E+14    2.034E+17     1.614E+07
   910.00    1.678E+17    2.623E+16    4.077E+14    2.069E+17     1.423E+07
   908.00    1.693E+17    2.646E+16    4.113E+14    2.087E+17     1.342E+07
   906.00    1.723E+17    2.694E+16    4.187E+14    2.123E+17     1.356E+07
   904.00    1.739E+17    2.718E+16    4.224E+14    2.141E+17     1.472E+07
   902.00    1.770E+17    2.766E+16    4.299E+14    2.178E+17     1.618E+07
   900.00    1.785E+17    2.791E+16    4.338E+14    2.197E+17     1.640E+07
   898.00    1.817E+17    2.840E+16    4.415E+14    2.235E+17     1.642E+07
   896.00    1.833E+17    2.866E+16    4.454E+14    2.255E+17     1.453E+07
   894.00    1.866E+17    2.917E+16    4.534E+14    2.294E+17     1.394E+07
   892.00    1.883E+17    2.943E+16    4.574E+14    2.314E+17     1.280E+07
   890.00    1.917E+17    2.996E+16    4.656E+14    2.354E+17     1.313E+07
   888.00    1.934E+17    3.022E+16    4.698E+14    2.375E+17     1.597E+07
   886.00    1.968E+17    3.077E+16    4.782E+14    2.416E+17     1.732E+07
   884.00    1.986E+17    3.104E+16    4.825E+14    2.437E+17     1.639E+07
   882.00    2.022E+17    3.160E+16    4.911E+14    2.480E+17     1.466E+07
   880.00    2.040E+17    3.188E+16    4.955E+14    2.501E+17     1.328E+07
   878.00    2.076E+17    3.245E+16    5.044E+14    2.545E+17     1.409E+07
   876.00    2.095E+17    3.275E+16    5.090E+14    2.568E+17     1.424E+07
   874.00    2.133E+17    3.334E+16    5.181E+14    2.613E+17     1.451E+07
   872.00    2.152E+17    3.364E+16    5.228E+14    2.636E+17     1.484E+07
   870.00    2.191E+17    3.424E+16    5.322E+14    2.682E+17     1.521E+07
   868.00    2.211E+17    3.455E+16    5.370E+14    2.706E+17     1.642E+07
   866.00    2.250E+17    3.517E+16    5.467E+14    2.753E+17     1.673E+07
   864.00    2.271E+17    3.549E+16    5.516E+14    2.777E+17     1.445E+07
   862.00    2.312E+17    3.613E+16    5.616E+14    2.826E+17     1.275E+07
   860.00    2.332E+17    3.646E+16    5.667E+14    2.851E+17     1.285E+07
   858.00    2.375E+17    3.712E+16    5.769E+14    2.902E+17     1.353E+07
   856.00    2.396E+17    3.745E+16    5.822E+14    2.927E+17     1.431E+07
   854.00    2.440E+17    3.814E+16    5.927E+14    2.979E+17     1.455E+07
   852.00    2.462E+17    3.848E+16    5.981E+14    3.006E+17     1.366E+07
   850.00    2.507E+17    3.918E+16    6.090E+14    3.059E+17     1.401E+07
   848.00    2.530E+17    3.954E+16    6.146E+14    3.086E+17     1.499E+07
   846.00    2.576E+17    4.026E+16    6.258E+14    3.141E+17     1.596E+07
   844.00    2.599E+17    4.063E+16    6.315E+14    3.169E+17     1.608E+07
   842.00    2.647E+17    4.137E+16    6.430E+14    3.226E+17     1.477E+07
   840.00    2.671E+17    4.174E+16    6.488E+14    3.254E+17     1.499E+07
   838.00    2.719E+17    4.250E+16    6.607E+14    3.312E+17     1.541E+07
   836.00    2.744E+17    4.289E+16    6.667E+14    3.342E+17     1.448E+07
   834.00    2.794E+17    4.367E+16    6.788E+14    3.401E+17     1.407E+07
   832.00    2.820E+17    4.407E+16    6.850E+14    3.432E+17     1.315E+07
   830.00    2.871E+17    4.488E+16    6.976E+14    3.493E+17     1.337E+07
   828.00    2.898E+17    4.529E+16    7.040E+14    3.525E+17     1.598E+07
   826.00    2.951E+17    4.612E+16    7.169E+14    3.588E+17     1.702E+07
   824.00    2.978E+17    4.654E+16    7.235E+14    3.620E+17     1.463E+07
   822.00    3.032E+17    4.740E+16    7.367E+14    3.685E+17     1.207E+07
   820.00    3.060E+17    4.783E+16    7.435E+14    3.718E+17     1.228E+07
   818.00    3.117E+17    4.872E+16    7.572E+14    3.785E+17     1.435E+07
   816.00    3.146E+17    4.917E+16    7.642E+14    3.819E+17     1.573E+07
   814.00    3.204E+17    5.007E+16    7.783E+14    3.888E+17     1.531E+07
   812.00    3.233E+17    5.054E+16    7.855E+14    3.923E+17     1.345E+07
   810.00    3.293E+17    5.147E+16    8.000E+14    3.994E+17     1.288E+07
   808.00    3.324E+17    5.195E+16    8.074E+14    4.031E+17     1.406E+07
   806.00    3.385E+17    5.291E+16    8.224E+14    4.104E+17     1.482E+07
   804.00    3.417E+17    5.340E+16    8.300E+14    4.141E+17     1.499E+07
   802.00    3.480E+17    5.439E+16    8.454E+14    4.217E+17     1.414E+07
   800.00    3.512E+17    5.490E+16    8.533E+14    4.255E+17     1.429E+07
   798.00    3.578E+17    5.592E+16    8.691E+14    4.332E+17     1.458E+07
   796.00    3.611E+17    5.644E+16    8.772E+14    4.372E+17     1.410E+07
   794.00    3.678E+17    5.749E+16    8.936E+14    4.452E+17     1.413E+07
   792.00    3.712E+17    5.802E+16    9.019E+14    4.492E+17     1.379E+07
   790.00    3.782E+17    5.911E+16    9.187E+14    4.575E+17     1.403E+07
   788.00    3.817E+17    5.966E+16    9.273E+14    4.616E+17     1.571E+07
   786.00    3.888E+17    6.078E+16    9.446E+14    4.701E+17     1.571E+07
   784.00    3.925E+17    6.134E+16    9.534E+14    4.744E+17     1.490E+07
   782.00    3.998E+17    6.249E+16    9.713E+14    4.831E+17     1.293E+07
   780.00    4.035E+17    6.307E+16    9.803E+14    4.875E+17     1.256E+07
   778.00    4.111E+17    6.426E+16    9.988E+14    4.965E+17     1.341E+07
   776.00    4.150E+17    6.486E+16    1.008E+15    5.011E+17     1.408E+07
   774.00    4.228E+17    6.608E+16    1.027E+15    5.104E+17     1.454E+07
   772.00    4.268E+17    6.670E+16    1.037E+15    5.151E+17     1.431E+07
   770.00    4.348E+17    6.796E+16    1.056E+15    5.246E+17     1.448E+07
   768.00    4.389E+17    6.860E+16    1.066E+15    5.294E+17     1.472E+07
   766.00    4.472E+17    6.989E+16    1.086E+15    5.393E+17     1.411E+07
   764.00    4.514E+17    7.055E+16    1.097E+15    5.442E+17     1.328E+07
   762.00    4.599E+17    7.189E+16    1.117E+15    5.544E+17     1.223E+07
   760.00    4.643E+17    7.257E+16    1.128E+15    5.595E+17     1.296E+07
   758.00    4.731E+17    7.395E+16    1.149E+15    5.700E+17     1.494E+07
   756.00    4.776E+17    7.465E+16    1.160E+15    5.753E+17     1.606E+07
   754.00    4.867E+17    7.607E+16    1.182E+15    5.860E+17     1.471E+07
   752.00    4.913E+17    7.679E+16    1.194E+15    5.915E+17     1.254E+07
   750.00    5.007E+17    7.826E+16    1.216E+15    6.026E+17     1.233E+07
   748.00    5.055E+17    7.901E+16    1.228E+15    6.083E+17     1.373E+07
   746.00    5.152E+17    8.052E+16    1.252E+15    6.197E+17     1.493E+07
   744.00    5.201E+17    8.129E+16    1.263E+15    6.255E+17     1.438E+07
   742.00    5.300E+17    8.284E+16    1.288E+15    6.373E+17     1.359E+07
   740.00    5.351E+17    8.364E+16    1.300E+15    6.433E+17     1.346E+07
   738.00    5.454E+17    8.524E+16    1.325E+15    6.555E+17     1.441E+07
   736.00    5.506E+17    8.606E+16    1.338E+15    6.616E+17     1.434E+07
   734.00    5.612E+17    8.772E+16    1.363E+15    6.742E+17     1.361E+07
   732.00    5.666E+17    8.856E+16    1.377E+15    6.805E+17     1.240E+07
   730.00    5.776E+17    9.028E+16    1.403E+15    6.935E+17     1.254E+07
   728.00    5.832E+17    9.115E+16    1.417E+15    7.001E+17     1.400E+07
   726.00    5.945E+17    9.292E+16    1.444E+15    7.134E+17     1.459E+07
   724.00    6.002E+17    9.382E+16    1.458E+15    7.202E+17     1.375E+07
   722.00    6.119E+17    9.564E+16    1.486E+15    7.340E+17     1.261E+07
   720.00    6.178E+17    9.656E+16    1.501E+15    7.410E+17     1.260E+07
   718.00    6.299E+17    9.845E+16    1.530E+15    7.552E+17     1.399E+07
   716.00    6.360E+17    9.941E+16    1.545E+15    7.625E+17     1.464E+07
   714.00    6.484E+17    1.013E+17    1.575E+15    7.771E+17     1.397E+07
   712.00    6.547E+17    1.023E+17    1.591E+15    7.846E+17     1.287E+07
   710.00    6.676E+17    1.043E+17    1.622E+15    7.997E+17     1.276E+07
   708.00    6.741E+17    1.054E+17    1.638E+15    8.075E+17     1.412E+07
   706.00    6.874E+17    1.074E+17    1.670E+15    8.231E+17     1.436E+07
   704.00    6.941E+17    1.085E+17    1.686E+15    8.310E+17     1.361E+07
   702.00    7.077E+17    1.106E+17    1.719E+15    8.471E+17     1.219E+07
   700.00    7.147E+17    1.117E+17    1.736E+15    8.554E+17     1.242E+07
   698.00    7.289E+17    1.139E+17    1.771E+15    8.720E+17     1.380E+07
   696.00    7.361E+17    1.150E+17    1.788E+15    8.805E+17     1.463E+07
   694.00    7.506E+17    1.173E+17    1.824E+15    8.977E+17     1.358E+07
   692.00    7.581E+17    1.185E+17    1.842E+15    9.064E+17     1.204E+07
   690.00    7.732E+17    1.208E+17    1.878E+15    9.242E+17     1.195E+07
   688.00    7.809E+17    1.220E+17    1.897E+15    9.333E+17     1.308E+07
   686.00    7.965E+17    1.245E+17    1.935E+15    9.517E+17     1.384E+07
   684.00    8.044E+17    1.257E+17    1.954E+15    9.610E+17     1.370E+07
   682.00    8.205E+17    1.282E+17    1.993E+15    9.800E+17     1.297E+07
   680.00    8.287E+17    1.295E+17    2.013E+15    9.897E+17     1.295E+07
   678.00    8.454E+17    1.321E+17    2.054E+15    1.009E+18     1.358E+07
   676.00    8.539E+17    1.335E+17    2.074E+15    1.019E+18     1.352E+07
   674.00    8.711E+17    1.361E+17    2.116E+15    1.040E+18     1.271E+07
   672.00    8.798E+17    1.375E+17    2.137E+15    1.050E+18     1.172E+07
   670.00    8.976E+17    1.403E+17    2.181E+15    1.071E+18     1.189E+07
   668.00    9.068E+17    1.417E+17    2.203E+15    1.082E+18     1.333E+07
   666.00    9.252E+17    1.446E+17    2.248E+15    1.103E+18     1.409E+07
   664.00    9.346E+17    1.461E+17    2.270E+15    1.114E+18     1.322E+07
   662.00    9.536E+17    1.491E+17    2.317E+15    1.137E+18     1.186E+07
   660.00    9.634E+17    1.506E+17    2.340E+15    1.148E+18     1.189E+07
   658.00    9.831E+17    1.537E+17    2.388E+15    1.171E+18     1.341E+07
   656.00    9.932E+17    1.552E+17    2.413E+15    1.183E+18     1.422E+07
   654.00    1.014E+18    1.584E+17    2.462E+15    1.207E+18     1.309E+07
   652.00    1.024E+18    1.600E+17    2.488E+15    1.219E+18     1.157E+07
   650.00    1.045E+18    1.633E+17    2.539E+15    1.244E+18     1.158E+07
   648.00    1.056E+18    1.650E+17    2.565E+15    1.257E+18     1.294E+07
   646.00    1.078E+18    1.685E+17    2.618E+15    1.283E+18     1.385E+07
   644.00    1.089E+18    1.702E+17    2.645E+15    1.296E+18     1.319E+07
   642.00    1.111E+18    1.737E+17    2.700E+15    1.322E+18     1.201E+07
   640.00    1.123E+18    1.755E+17    2.728E+15    1.336E+18     1.176E+07
   638.00    1.147E+18    1.792E+17    2.785E+15    1.363E+18     1.259E+07
   636.00    1.159E+18    1.811E+17    2.814E+15    1.377E+18     1.286E+07
   634.00    1.183E+18    1.849E+17    2.873E+15    1.406E+18     1.229E+07
   632.00    1.195E+18    1.868E+17    2.904E+15    1.421E+18     1.148E+07
   630.00    1.220E+18    1.907E+17    2.965E+15    1.450E+18     1.155E+07
   628.00    1.233E+18    1.928E+17    2.996E+15    1.465E+18     1.239E+07
   626.00    1.259E+18    1.968E+17    3.060E+15    1.496E+18     1.278E+07
   624.00    1.273E+18    1.989E+17    3.092E+15    1.512E+18     1.228E+07
   622.00    1.300E+18    2.032E+17    3.158E+15    1.543E+18     1.121E+07
   620.00    1.314E+18    2.053E+17    3.191E+15    1.560E+18     1.148E+07
   618.00    1.342E+18    2.097E+17    3.260E+15    1.593E+18     1.161E+07
   616.00    1.356E+18    2.120E+17    3.295E+15    1.609E+18     1.179E+07
   614.00    1.385E+18    2.165E+17    3.366E+15    1.644E+18     1.205E+07
   612.00    1.400E+18    2.189E+17    3.402E+15    1.661E+18     1.242E+07
   610.00    1.431E+18    2.236E+17    3.475E+15    1.697E+18     1.280E+07
   608.00    1.446E+18    2.260E+17    3.513E+15    1.715E+18     1.399E+07
   606.00    1.477E+18    2.309E+17    3.589E+15    1.752E+18     1.432E+07
   604.00    1.493E+18    2.334E+17    3.628E+15    1.770E+18     1.224E+07
   602.00    1.526E+18    2.385E+17    3.707E+15    1.808E+18     1.073E+07
   600.00    1.542E+18    2.411E+17    3.747E+15    1.828E+18     1.098E+07
   598.00    1.576E+18    2.463E+17    3.829E+15    1.867E+18     1.248E+07
   596.00    1.593E+18    2.490E+17    3.871E+15    1.887E+18     1.348E+07
   594.00    1.628E+18    2.545E+17    3.956E+15    1.928E+18     1.181E+07
   592.00    1.646E+18    2.573E+17    3.999E+15    1.949E+18     9.751E+06
   590.00    1.683E+18    2.630E+17    4.088E+15    1.992E+18     9.995E+06
   588.00    1.701E+18    2.659E+17    4.133E+15    2.014E+18     1.164E+07
   586.00    1.739E+18    2.719E+17    4.226E+15    2.058E+18     1.248E+07
   584.00    1.759E+18    2.749E+17    4.273E+15    2.081E+18     1.217E+07
   582.00    1.798E+18    2.811E+17    4.368E+15    2.127E+18     1.093E+07
   580.00    1.818E+18    2.842E+17    4.418E+15    2.151E+18     1.113E+07
   578.00    1.859E+18    2.906E+17    4.517E+15    2.199E+18     1.186E+07
   576.00    1.880E+18    2.939E+17    4.568E+15    2.223E+18     1.179E+07
   574.00    1.923E+18    3.006E+17    4.672E+15    2.273E+18     1.178E+07
   572.00    1.945E+18    3.040E+17    4.725E+15    2.299E+18     1.065E+07
   570.00    1.989E+18    3.109E+17    4.832E+15    2.351E+18     1.087E+07
   568.00    2.012E+18    3.145E+17    4.888E+15    2.377E+18     1.166E+07
   566.00    2.058E+18    3.217E+17    5.000E+15    2.431E+18     1.222E+07
   564.00    2.082E+18    3.254E+17    5.057E+15    2.459E+18     1.141E+07
   562.00    2.130E+18    3.329E+17    5.174E+15    2.515E+18     1.054E+07
   560.00    2.154E+18    3.367E+17    5.234E+15    2.544E+18     1.021E+07
   558.00    2.204E+18    3.445E+17    5.355E+15    2.602E+18     1.085E+07
   556.00    2.230E+18    3.486E+17    5.418E+15    2.632E+18     1.100E+07
   554.00    2.282E+18    3.567E+17    5.545E+15    2.693E+18     1.046E+07
   552.00    2.309E+18    3.609E+17    5.610E+15    2.725E+18     1.012E+07
   550.00    2.364E+18    3.694E+17    5.742E+15    2.789E+18     1.039E+07
   548.00    2.392E+18    3.738E+17    5.810E+15    2.821E+18     1.128E+07
   546.00    2.449E+18    3.827E+17    5.949E+15    2.888E+18     1.174E+07
   544.00    2.478E+18    3.873E+17    6.019E+15    2.922E+18     1.037E+07
   542.00    2.537E+18    3.965E+17    6.163E+15    2.991E+18     9.262E+06
   540.00    2.568E+18    4.013E+17    6.238E+15    3.027E+18     9.187E+06
   538.00    2.630E+18    4.110E+17    6.389E+15    3.099E+18     1.065E+07
   536.00    2.662E+18    4.160E+17    6.466E+15    3.137E+18     1.146E+07
   534.00    2.726E+18    4.262E+17    6.624E+15    3.212E+18     1.090E+07
   532.00    2.760E+18    4.314E+17    6.705E+15    3.251E+18     9.894E+06
   530.00    2.828E+18    4.420E+17    6.869E+15    3.330E+18     9.788E+06
   528.00    2.863E+18    4.474E+17    6.954E+15    3.371E+18     1.002E+07
   526.00    2.934E+18    4.585E+17    7.127E+15    3.454E+18     1.031E+07
   524.00    2.970E+18    4.642E+17    7.216E+15    3.496E+18     1.016E+07
   522.00    3.044E+18    4.758E+17    7.396E+15    3.583E+18     9.939E+06
   520.00    3.083E+18    4.818E+17    7.489E+15    3.628E+18     9.854E+06
   518.00    3.160E+18    4.940E+17    7.678E+15    3.718E+18     9.882E+06
   516.00    3.200E+18    5.002E+17    7.775E+15    3.765E+18     9.834E+06
   514.00    3.282E+18    5.129E+17    7.973E+15    3.860E+18     9.467E+06
   512.00    3.324E+18    5.195E+17    8.075E+15    3.909E+18     9.101E+06
   510.00    3.409E+18    5.329E+17    8.283E+15    4.009E+18     9.422E+06
   508.00    3.453E+18    5.398E+17    8.390E+15    4.060E+18     1.050E+07
   506.00    3.543E+18    5.538E+17    8.608E+15    4.164E+18     1.055E+07
   504.00    3.589E+18    5.610E+17    8.720E+15    4.218E+18     9.983E+06
   502.00    3.683E+18    5.757E+17    8.948E+15    4.328E+18     8.856E+06
   500.00    3.732E+18    5.833E+17    9.066E+15    4.384E+18     8.606E+06
   498.00    3.831E+18    5.987E+17    9.306E+15    4.499E+18     9.126E+06
   496.00    3.882E+18    6.067E+17    9.430E+15    4.559E+18     9.430E+06
   494.00    3.986E+18    6.230E+17    9.683E+15    4.680E+18     9.278E+06
   492.00    4.039E+18    6.313E+17    9.813E+15    4.742E+18     8.858E+06
   490.00    4.149E+18    6.484E+17    1.008E+16    4.870E+18     8.839E+06
   488.00    4.205E+18    6.573E+17    1.022E+16    4.936E+18     9.304E+06
   486.00    4.321E+18    6.753E+17    1.050E+16    5.070E+18     9.258E+06
   484.00    4.380E+18    6.846E+17    1.064E+16    5.139E+18     8.872E+06
   482.00    4.501E+18    7.036E+17    1.094E+16    5.280E+18     8.224E+06
   480.00    4.564E+18    7.134E+17    1.109E+16    5.353E+18     8.213E+06
   478.00    4.693E+18    7.334E+17    1.140E+16    5.503E+18     8.578E+06
   476.00    4.759E+18    7.438E+17    1.156E+16    5.580E+18     8.664E+06
   474.00    4.894E+18    7.650E+17    1.189E+16    5.737E+18     8.444E+06
   472.00    4.964E+18    7.759E+17    1.206E+16    5.819E+18     8.102E+06
   470.00    5.107E+18    7.983E+17    1.241E+16    5.985E+18     8.186E+06
   468.00    5.182E+18    8.099E+17    1.259E+16    6.071E+18     8.497E+06
   466.00    5.333E+18    8.336E+17    1.296E+16    6.248E+18     8.492E+06
   464.00    5.411E+18    8.458E+17    1.315E+16    6.339E+18     8.121E+06
   462.00    5.572E+18    8.709E+17    1.354E+16    6.525E+18     7.609E+06
   460.00    5.655E+18    8.839E+17    1.374E+16    6.622E+18     7.610E+06
   458.00    5.826E+18    9.106E+17    1.415E+16    6.820E+18     8.096E+06
   456.00    5.914E+18    9.244E+17    1.437E+16    6.923E+18     8.204E+06
   454.00    6.095E+18    9.526E+17    1.481E+16    7.133E+18     7.692E+06
   452.00    6.189E+18    9.673E+17    1.503E+16    7.242E+18     7.101E+06
   450.00    6.381E+18    9.974E+17    1.550E+16    7.466E+18     7.097E+06
   448.00    6.481E+18    1.013E+18    1.575E+16    7.582E+18     7.549E+06
   446.00    6.686E+18    1.045E+18    1.624E+16    7.820E+18     7.648E+06
   444.00    6.793E+18    1.062E+18    1.650E+16    7.944E+18     7.219E+06
   442.00    7.011E+18    1.096E+18    1.703E+16    8.197E+18     6.668E+06
   440.00    7.125E+18    1.114E+18    1.731E+16    8.330E+18     6.762E+06
   438.00    7.359E+18    1.150E+18    1.788E+16    8.602E+18     7.344E+06
   436.00    7.481E+18    1.169E+18    1.817E+16    8.743E+18     7.300E+06
   434.00    7.730E+18    1.208E+18    1.878E+16    9.032E+18     6.579E+06
   432.00    7.860E+18    1.229E+18    1.910E+16    9.184E+18     5.853E+06
   430.00    8.129E+18    1.271E+18    1.975E+16    9.496E+18     5.948E+06
   428.00    8.271E+18    1.293E+18    2.009E+16    9.660E+18     7.131E+06
   426.00    8.560E+18    1.338E+18    2.080E+16    9.996E+18     7.333E+06
   424.00    8.710E+18    1.361E+18    2.116E+16    1.017E+19     6.593E+06
   422.00    9.019E+18    1.410E+18    2.191E+16    1.053E+19     5.550E+06
   420.00    9.183E+18    1.435E+18    2.231E+16    1.072E+19     5.568E+06
   418.00    9.519E+18    1.488E+18    2.313E+16    1.111E+19     6.142E+06
   416.00    9.696E+18    1.515E+18    2.355E+16    1.131E+19     6.346E+06
   414.00    1.006E+19    1.572E+18    2.443E+16    1.173E+19     5.837E+06
   412.00    1.025E+19    1.602E+18    2.490E+16    1.195E+19     5.223E+06
   410.00    1.064E+19    1.663E+18    2.585E+16    1.241E+19     5.144E+06
   408.00    1.085E+19    1.696E+18    2.636E+16    1.265E+19     5.443E+06
   406.00    1.128E+19    1.763E+18    2.741E+16    1.315E+19     5.516E+06
   404.00    1.151E+19    1.799E+18    2.796E+16    1.342E+19     5.172E+06
   402.00    1.198E+19    1.872E+18    2.910E+16    1.396E+19     4.772E+06
   400.00    1.223E+19    1.911E+18    2.970E+16    1.425E+19     4.670E+06
   398.00    1.274E+19    1.992E+18    3.096E+16    1.485E+19     4.826E+06
   396.00    1.302E+19    2.035E+18    3.163E+16    1.517E+19     4.799E+06
   394.00    1.359E+19    2.124E+18    3.301E+16    1.583E+19     4.436E+06
   392.00    1.389E+19    2.171E+18    3.375E+16    1.618E+19     4.124E+06
   390.00    1.452E+19    2.270E+18    3.529E+16    1.691E+19     4.121E+06
   388.00    1.486E+19    2.323E+18    3.611E+16    1.731E+19     4.340E+06
   386.00    1.557E+19    2.434E+18    3.783E+16    1.813E+19     4.216E+06
   384.00    1.595E+19    2.493E+18    3.874E+16    1.856E+19     3.680E+06
   382.00    1.674E+19    2.617E+18    4.067E+16    1.948E+19     3.217E+06
   380.00    1.717E+19    2.684E+18    4.172E+16    1.998E+19     3.235E+06
   378.00    1.808E+19    2.827E+18    4.393E+16    2.104E+19     3.517E+06
   376.00    1.858E+19    2.903E+18    4.513E+16    2.161E+19     3.408E+06
   374.00    1.961E+19    3.065E+18    4.764E+16    2.281E+19     2.940E+06
   372.00    2.018E+19    3.154E+18    4.902E+16    2.347E+19     2.506E+06
   370.00    2.140E+19    3.344E+18    5.198E+16    2.488E+19     2.411E+06
   368.00    2.207E+19    3.450E+18    5.363E+16    2.566E+19     2.498E+06
   366.00    2.352E+19    3.677E+18    5.715E+16    2.734E+19     2.390E+06
   364.00    2.433E+19    3.803E+18    5.912E+16    2.828E+19     2.127E+06
   362.00    2.609E+19    4.078E+18    6.338E+16    3.032E+19     1.896E+06
   360.00    2.710E+19    4.235E+18    6.583E+16    3.148E+19     1.847E+06
   358.00    2.930E+19    4.579E+18    7.118E+16    3.404E+19     1.893E+06
   356.00    3.056E+19    4.776E+18    7.423E+16    3.549E+19     1.855E+06
   354.00    3.330E+19    5.205E+18    8.090E+16    3.867E+19     1.725E+06
   352.00    3.489E+19    5.454E+18    8.477E+16    4.052E+19     1.643E+06
   350.00    3.841E+19    6.003E+18    9.331E+16    4.459E+19     1.670E+06
   348.00    4.046E+19    6.323E+18    9.828E+16    4.696E+19     1.798E+06
   346.00    4.492E+19    7.020E+18    1.091E+17    5.213E+19     1.889E+06
   344.00    4.747E+19    7.419E+18    1.153E+17    5.509E+19     1.930E+06
   342.00    5.302E+19    8.287E+18    1.288E+17    6.153E+19     1.992E+06
   340.00    5.619E+19    8.783E+18    1.365E+17    6.520E+19     2.298E+06
   338.00    6.298E+19    9.845E+18    1.530E+17    7.307E+19     2.868E+06
   336.00    6.671E+19    1.043E+19    1.621E+17    7.739E+19     3.246E+06
   334.00    7.455E+19    1.165E+19    1.811E+17    8.647E+19     3.153E+06
   332.00    7.885E+19    1.232E+19    1.915E+17    9.145E+19     2.877E+06
   330.00    8.801E+19    1.376E+19    2.138E+17    1.021E+20     2.921E+06
   328.00    9.306E+19    1.455E+19    2.261E+17    1.079E+20     3.180E+06
   326.00    1.037E+20    1.621E+19    2.520E+17    1.203E+20     3.248E+06
   324.00    1.096E+20    1.712E+19    2.662E+17    1.270E+20     3.062E+06
   322.00    1.219E+20    1.906E+19    2.962E+17    1.414E+20     2.858E+06
   320.00    1.288E+20    2.013E+19    3.129E+17    1.493E+20     2.954E+06
   318.00    1.434E+20    2.241E+19    3.483E+17    1.662E+20     3.289E+06
   316.00    1.513E+20    2.365E+19    3.676E+17    1.754E+20     3.377E+06
   314.00    1.681E+20    2.628E+19    4.085E+17    1.949E+20     3.193E+06
   312.00    1.774E+20    2.773E+19    4.310E+17    2.056E+20     2.952E+06
   310.00    1.971E+20    3.081E+19    4.789E+17    2.285E+20     3.071E+06
   308.00    2.080E+20    3.252E+19    5.054E+17    2.412E+20     3.448E+06
   306.00    2.310E+20    3.611E+19    5.612E+17    2.678E+20     3.490E+06
   304.00    2.435E+20    3.807E+19    5.917E+17    2.823E+20     3.167E+06
   302.00    2.702E+20    4.224E+19    6.565E+17    3.132E+20     2.834E+06
   300.00    2.851E+20    4.455E+19    6.925E+17    3.304E+20     2.975E+06
   298.00    3.166E+20    4.948E+19    7.691E+17    3.669E+20     3.496E+06
   296.00    3.338E+20    5.217E+19    8.109E+17    3.868E+20     3.611E+06
   294.00    3.700E+20    5.783E+19    8.989E+17    4.288E+20     3.346E+06
   292.00    3.899E+20    6.094E+19    9.472E+17    4.519E+20     2.960E+06
   290.00    4.325E+20    6.760E+19    1.051E+18    5.012E+20     3.008E+06
   288.00    4.561E+20    7.128E+19    1.108E+18    5.285E+20     3.264E+06
   286.00    5.058E+20    7.905E+19    1.229E+18    5.861E+20     3.314E+06
   284.00    5.329E+20    8.329E+19    1.295E+18    6.176E+20     3.165E+06
   282.00    5.904E+20    9.229E+19    1.434E+18    6.843E+20     2.963E+06
   280.00    6.223E+20    9.726E+19    1.512E+18    7.212E+20     3.012E+06
